topic_cluster	query_id	query	item_type	result_set
6	66231	environmental concern	research_data	SDN-10.7802-2314, ZA2345, ZA2394, ZA2639, ZA2964, ZA3172, ZA3670, ZA4230, ZA5294, ZA5500, ZA5598, ZA5654, ZA5664, ZA5665, ZA5922, ZA5923, ZA6791, ZA7579, ZA7593, ZA7624, ZA7658, ZA8689, datasearch-httpsdataverse-unc-eduoai--doi10-15139S3I8AOSG, datasearch-httpsdataverse-unc-eduoai--hdl1902-29CD-11510, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset115720, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3024e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3266e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de450939, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de450940, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de531863, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de549314, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de575400, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de575401, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de682048, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de684444, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de685706, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de693439, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de735103
6	66229	environmental concern	variables	exploredata-ZA5235_Varv317, exploredata-ZA5500_Varv15, exploredata-ZA5798_Varq4_9, exploredata-ZA6695_Varqc2_6, exploredata-ZA7483_Varqb2*6, exploredata-ZA7601_Varqg4a, exploredata-ZA7601_Varqg4b*6, exploredata-ZA7601_Varqg4t*6, exploredata-ZA7781_Varqd2*6
6	66228	environmental concern what do people do about it	research_data	ZA3984, ZA4814, ZA4987, ZA5227, ZA5320, ZA5664, ZA5665, ZA7650, ZA7755, ZA7782
6	66226	environmental concerns	research_data	ZA4742, ZA4744, ZA5798, ZA7579
6	66242	environmental concerns in crossnational context	publication	bibsonomy-marquartpyatt2012environmental
6	66408	environmental consciousness germany	research_data	ZA1388, ZA1883, ZA1910, ZA1911, ZA2123, ZA2221, ZA2347, ZA2403, ZA2404, ZA2691, ZA2964, ZA2978, ZA2980, ZA3277, ZA3278, ZA4389, ZA4497, ZA4660, ZA5059, ZA5072, ZA5079, ZA5664, ZA5665, ZA5693, ZA5967, ZA6666, ZA6799, ZA6873, ZA7472, ZA7474
6	1646	environmental consciousness in germany	research_data	SDN-10.7802-2314, SDN-10.7802-2518, ZA2123, ZA2964, ZA2978, ZA3277, ZA3278, ZA3902, ZA4389, ZA4497, ZA4660, ZA5072, ZA5693, ZA5967, ZA6666, ZA6799, ZA6873, ZA7493, ZA7564, ZA7648
6	66424	environmental consciousness in germany 2016	research_data	ZA5664, ZA5665, ZA6799, ZA7472, gesis-ssoar-46546, gesis-ssoar-46689, gesis-ssoar-51890, gesis-ssoar-51901, gesis-ssoar-54310, gesis-ssoar-55990, gesis-ssoar-62796, gesis-ssoar-66684, gesis-ssoar-66686
6	66423	environmental consciousness in germany 2018	research_data	ZA3278, ZA4389, ZA5664, ZA5665, ZA7493, ZA7612
6	6104	environmental degradation pollution and protection	research_data	ZA1819, ZA2793, ZA3172, ZA3375, ZA3670, ZA3755, ZA4612, ZA4983, ZA5079, ZA5500, ZA5512, ZA5513, ZA5515, ZA5516, ZA5586, ZA5664, ZA5665, ZA5798, ZA5923, ZA5967, ZA6648, ZA6779, ZA6917, ZA6958, ZA6960, ZA7472, ZA7474, ZA7488, ZA7500, ZA7572, ZA7579, ZA7589, ZA7590
6	66399	environmental in eu	research_data	SDN-10.7802-1517, SDN-10.7802-2134, SDN-10.7802-2314, SDN-10.7802-2502, ZA1819, ZA3670, ZA5162, ZA6958, ZA7593, ZA7645
6	66398	environmental involvement	research_data	ZA3508, ZA4414, ZA4742, ZA5968, ZA6289, ZA6559, ZA7475, ZA7564, ZA7634, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de549345
6	66396	environmental issues	research_data	ZA3670, ZA5586, ZA5967, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD1265e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD1356e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2110e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2459e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2523e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2527e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2810e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2977e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2997e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3213e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de448373, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de448374, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de500572, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de500573, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de622376, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de678094, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de682537
6	66395	environmental issues europe consciousness	research_data	ZA2347, ZA5664, ZA5665, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset56590
6	66401	environmental kuznets curve	publication	gesis-ssoar-23930, gesis-ssoar-25691, gesis-ssoar-25740, gesis-ssoar-25741, gesis-ssoar-27061, gesis-ssoar-45227, gesis-ssoar-62503, gesis-ssoar-71217, gesis-ssoar-73430, gesis-ssoar-74663
6	66404	environmental perception	research_data	ZA2345, ZA3946, ZA4584, ZA4586, ZA4739, ZA5206, ZA5614, ZA5664, ZA5794, ZA8689
6	66403	environmental problems	variables	exploredata-ZA5000_Varv292, exploredata-ZA5000_Varv298, exploredata-ZA5500_Varv18, exploredata-ZA5500_Varv22, exploredata-ZA7768_Varq8, missy-eu-silc-2015-hs180, missy-eu-silc-2016-hs180, missy-eu-silc-2017-hs180, missy-eu-silc-2018-hs180, missy-eu-silc-2019-hs180
6	66402	environmental problems can be solved without any international agreements	variables	exploredata-ZA4804_VarB010
6	66440	environmental problems international	variables	exploredata-ZA3440_VarV10, exploredata-ZA4246_VarQ36_4, exploredata-ZA5000_Varv292, exploredata-ZA5000_Varv298, exploredata-ZA5500_Varv18, exploredata-ZA5500_Varv19, exploredata-ZA5500_Varv22, exploredata-ZA5500_Varv38, exploredata-ZA5500_Varv52, exploredata-ZA5798_Varq8*4
6	66438	environmental protection	research_data	SDN-10.7802-2314, ZA2450, ZA2793, ZA2900, ZA3024, ZA3375, ZA3440, ZA4747, ZA5500, ZA5664, ZA5665, ZA7500, ZA7550, ZA7645, ZA7646, ZA7650, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de736928, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de736929
6	66436	environmental reasons	research_data	ZA5664, ZA5665, ZA6741, ZA7493, ZA7630, ZA7634, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3279e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de645690, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de645691, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de675332
6	66435	environmental sustainability	research_data	ZA7493, ZA7564, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset132158, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2022e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2041e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de586805, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de604372, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de670460, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de671484, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de673052
6	66434	environmental sustainability	variables	exploredata-ZA6980_VarCH_PRTY, exploredata-ZA7505_VarE179_WVS7, exploredata-ZA7570_VarCH_PRTY
6	66433	environmental values	research_data	ZA4755, ZA4757, ZA4759, ZA4761, ZA4763, ZA4772, ZA4781, ZA4782, ZA4791, ZA7500
6	66432	environmentalism	research_data	datasearch-httpsdataverse-unc-eduoai--hdl1902-29D-33347, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset32147, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset33195
6	66431	environmentally	variables	exploredata-ZA1053_VarV125, exploredata-ZA1053_VarV161, exploredata-ZA2639_Varv254, exploredata-ZA3160_VarV184, exploredata-ZA3160_VarV185, exploredata-ZA4742_Varv595, exploredata-ZA5237_Varv400, exploredata-ZA5449_Varv517, exploredata-ZA5480_Varv337, exploredata-ZA5914_Varqa14
6	66430	environmentally responsible behavior	publication	gesis-ssoar-11495, gesis-ssoar-19368, gesis-ssoar-20068, gesis-ssoar-25026, gesis-ssoar-25728, gesis-ssoar-37729, gesis-ssoar-38973, gesis-ssoar-54503, gesis-ssoar-57614, gesis-ssoar-67077
6	66141	erfolgsfaktoren unternehmen nachhaltigkeit	publication	cews-2-807832, gesis-ssoar-12625, gesis-ssoar-30845, gesis-ssoar-31711, gesis-ssoar-32470, gesis-ssoar-32482, gesis-ssoar-34718, gesis-ssoar-34748, gesis-ssoar-36675, gesis-ssoar-41878
6	66689	erwachsenenbildung milieu	publication	gesis-ssoar-17251, gesis-ssoar-19888, gesis-ssoar-85---0007w
6	67260	eu environmental legislation is necessary for protecting the environment in	variables	exploredata-ZA4742_Varv607, exploredata-ZA5480_Varv354, exploredata-ZA5914_Varqa18_1, exploredata-ZA6925_Varqd9_1
6	67327	eu level protecting the environment	research_data	ZA3693, ZA4453, ZA5475, ZA5964, ZA6799, ZA7484, ZA7562, ZA7576, ZA7602, ZA7626
6	69125	european values study 1999 deutschland	research_data	ZA3778, ZA4753, ZA4799, ZA5174, ZA7500, ZA7501, ZA7502, ZA7503, ZA7504, ZA8292
6	69126	european values study 2008 deutschland	research_data	ZA3778, ZA3811, ZA4753, ZA4799, ZA4800, ZA4804, ZA5174, ZA7500, ZA7501, ZA7502
6	69121	european values study 2017 deutschland	research_data	ZA5913, ZA5918, ZA6788, ZA7486, ZA7499, ZA7500, ZA7501, ZA7502, ZA7503, ZA7504, ZA7505
6	69094	forsa nachhaltigkeit	research_data	SDN-10.7802-2155, ZA5549, ZA7493, ZA7660, ZA7664, ZA7668
6	69073	fracking und umweltschutz	research_data	ZA5664, ZA5665
6	68400	fragebogen nachhaltigkeit	publication	gesis-ssoar-20170, gesis-ssoar-38951, gesis-ssoar-42588, gesis-ssoar-42993, gesis-ssoar-46690, gesis-ssoar-47899, gesis-ssoar-49497, gesis-ssoar-50015, gesis-ssoar-52909, gesis-ssoar-66311
6	68399	fragebogen nachhaltigkeit	research_data	ZA5531, ZA5664, ZA5665, ZA5666, ZA5693, ZA6251, ZA6799
6	68461	fragebogen umweltbewusst	research_data	ZA3062, ZA3902, ZA4389, ZA4497, ZA4660, ZA4730, ZA5072, ZA5693, ZA5967, ZA6799
6	68442	fragebogen umweltbewusstsein	research_data	ZA2964, ZA3062, ZA3277, ZA3278, ZA3394, ZA3502, ZA3692, ZA3902, ZA4052, ZA4203, ZA4389, ZA4497, ZA4660, ZA4911, ZA5072, ZA5227, ZA5664, ZA5665, ZA5693, ZA5967, ZA6799
6	68435	fragebogen umweltschutz	publication	gesis-bib-108344, gesis-solis-00183921, gesis-solis-00365801, gesis-ssoar-10969, gesis-ssoar-17816, gesis-ssoar-20024, gesis-ssoar-20106, gesis-ssoar-20517, gesis-ssoar-23649, gesis-ssoar-35044, gesis-ssoar-36729, gesis-ssoar-37176, gesis-ssoar-40495, gesis-ssoar-45870, gesis-ssoar-45879, gesis-ssoar-47602, gesis-ssoar-47895, gesis-ssoar-47899, gesis-ssoar-50112, gesis-ssoar-56006
6	68421	fragebögen nachhaltigkeit	publication	gesis-ssoar-12625, gesis-ssoar-17398, gesis-ssoar-19579, gesis-ssoar-21992, gesis-ssoar-24504, gesis-ssoar-34970, gesis-ssoar-37177, gesis-ssoar-37738, gesis-ssoar-42590, gesis-ssoar-5369
6	68564	frauen umweltforschung	publication	cews-2-559710, cews-2-620454, cews-2-629304, cews-2-678927, cews-2-723354, cews-2-807521, gesis-ssoar-22012, gesis-ssoar-37176, gesis-ssoar-39678, gesis-ssoar-39816
6	4395	future ask the youth environmental consciousness in germany youth survey 2019	research_data	ZA5664, ZA5665, ZA7564
6	60472	für die umwelt	publication	gesis-ssoar-10992, gesis-ssoar-20170, gesis-ssoar-21975, gesis-ssoar-32201, gesis-ssoar-33156, gesis-ssoar-35767, gesis-ssoar-48707, gesis-ssoar-51948, gesis-ssoar-56701, gris-publication-1893
6	60484	gemeinwohl und nachhaltigkeit	publication	gesis-ssoar-11301, gesis-ssoar-11487, gesis-ssoar-36856, gesis-ssoar-46530, gesis-ssoar-46607, gesis-ssoar-59602, gesis-ssoar-64716, gesis-ssoar-68405, gesis-ssoar-73404, gesis-ssoar-79027
6	62162	generally speaking how concerned are you about environmental issues	variables	exploredata-ZA5500_Varv15
6	62438	generation and environment	variables	exploredata-ZA6644_Vargen6, exploredata-ZA6694_Vargen5, exploredata-ZA6788_Vargen5, exploredata-ZA6791_Vargen4, exploredata-ZA6861_Vargen4, exploredata-ZA6861_Vargen5, exploredata-ZA6862_Vargen5, exploredata-ZA6862_Vargen6, exploredata-ZA6939_Vargen6, exploredata-ZA7783_Varqa14*11
6	62301	generation nachhaltigkeit	publication	gesis-ssoar-21977, gesis-ssoar-25033, gesis-ssoar-34199, gesis-ssoar-34352, gesis-ssoar-34718, gesis-ssoar-34742, gesis-ssoar-46530, gesis-ssoar-61112, gesis-ssoar-69875, gesis-ssoar-72263
6	62274	generation x und y umweltbewusstsein	publication	gesis-ssoar-11048, gesis-ssoar-11153, gesis-ssoar-19338, gesis-ssoar-19671, gesis-ssoar-20442, gesis-ssoar-32324, gesis-ssoar-32452, gesis-ssoar-37177, gesis-ssoar-47895, gesis-ssoar-48505
6	61907	generationen nachhaltigkeit	publication	gesis-ssoar-28217, gesis-ssoar-34199, gesis-ssoar-34352, gesis-ssoar-34718, gesis-ssoar-39424, gesis-ssoar-42786, gesis-ssoar-55691, gesis-ssoar-57821, gesis-ssoar-61239, gesis-ssoar-61992
6	61929	generationen nachhaltigkeit	research_data	ZA5664, ZA5665, ZA5666, ZA7493, ZA8680
6	61393	german environment	research_data	ZA1274, ZA1367, ZA1388, ZA1719, ZA2450, ZA3388, ZA4233, ZA4574, ZA4576, ZA4577, ZA4578, ZA4579, ZA4580, ZA4581, ZA4582, ZA4583, ZA4584, ZA4585, ZA5105, ZA5252, ZA5272, ZA5273, ZA5585, ZA5664, ZA5665, ZA5914, ZA6440, ZA6958, ZA6960, ZA7472, ZA7474, ZA7589, ZA7590, ZA7593, ZA7602, ZA7643, ZA7645
6	58771	glaubwürdigkeit nachhaltigkeit	publication	gesis-ssoar-31916, gesis-ssoar-32237, gesis-ssoar-32482, gesis-ssoar-3710, gesis-ssoar-38951, gesis-ssoar-40403, gesis-ssoar-42000, gesis-ssoar-49748, gesis-ssoar-50424, gesis-ssoar-61944
6	58793	glaubwürdigkeit nachhaltigkeit	variables	exploredata-ZA7660_Varbcor1b_2, exploredata-ZA7664_Varbcor1b_2, exploredata-ZA7795_Varbcor58_3
6	60214	government should reduce environmental pollution	variables	exploredata-ZA3777_Varv10, exploredata-ZA3778_Varv10, exploredata-ZA3779_Varv10, exploredata-ZA3789_Varv10, exploredata-ZA3790_Varv10, exploredata-ZA3811_Varv10, exploredata-ZA4460_Varq126c, exploredata-ZA4546_Varq5, exploredata-ZA4804_VarB003, exploredata-ZA4971_Varv530
6	60190	groundwater and sustainability and governance	publication	gesis-ssoar-33654, gesis-ssoar-34939, gesis-ssoar-37177
6	64517	handbuch politische ökologie	publication	cews-2-730055, gesis-ssoar-35853, gesis-ssoar-45683, gesis-ssoar-56853, gesis-ssoar-61014, gesis-ssoar-64704, gesis-ssoar-64708, gesis-ssoar-64716, gesis-ssoar-83165, gesis-ssoar-86432
6	66114	how concerned in environmental issues	variables	exploredata-ZA5500_Varv15
6	66109	how important is protecting the environment to you personally	variables	exploredata-ZA5480_Varv183, exploredata-ZA5914_Varqa1, exploredata-ZA6925_Varqd1
6	64826	immobilien und nachhaltigkeit	publication	gesis-ssoar-11375, gesis-ssoar-11784, gesis-ssoar-19339, gesis-ssoar-26138, gesis-ssoar-26357, gesis-ssoar-28876, gesis-ssoar-30835, gesis-ssoar-31517, gesis-ssoar-32089, gesis-ssoar-32470, gesis-ssoar-32674, gesis-ssoar-34195, gesis-ssoar-34201, gesis-ssoar-34869, gesis-ssoar-37364, gesis-ssoar-40759, gesis-ssoar-42405, gesis-ssoar-51937, gesis-ssoar-56013, gesis-ssoar-64066
6	64836	immobilienwirtschaft	publication	cews-2-756300, gesis-ssoar-12118, gesis-ssoar-19770, gesis-ssoar-20591, gesis-ssoar-33128, gesis-ssoar-3498, gesis-ssoar-38983, gesis-ssoar-40238, gesis-ssoar-42085, gesis-ssoar-45800, gesis-ssoar-47855, gesis-ssoar-59371, gesis-ssoar-59585, gesis-ssoar-60961, gesis-ssoar-64430, gesis-ssoar-64930, gesis-ssoar-64932, gesis-ssoar-69758, gesis-ssoar-72343, gesis-ssoar-72358
6	63011	indikatoren soziale nachhaltigkeit	publication	gesis-ssoar-10471, gesis-ssoar-17400, gesis-ssoar-21954, gesis-ssoar-33862, gesis-ssoar-34760, gesis-ssoar-36759, gesis-ssoar-36856, gesis-ssoar-38951, gesis-ssoar-42786, gesis-ssoar-53078
6	63020	industrial pollution	research_data	ZA5967, ZA7493, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de693445, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de693446, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de693449, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de702066, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de702067, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de729594, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de729639, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de736546
6	63034	industrie nachhaltigkeit	research_data	ZA5664, ZA5665, ZA5693, ZA7493, ZA8548
6	63033	industrie umweltschutz	research_data	ZA3440, ZA4660, ZA4983, ZA5470, ZA5500, ZA5877, ZA5967, ZA6779, ZA7474, ZA7493
6	63708	international environmental	research_data	ZA1819, ZA2450, ZA2793, ZA2900, ZA3375, ZA3440, ZA4700, ZA4747, ZA5500, sowidatanet|datorium-SDN10.7802-1517
6	63739	iot und umweltschutz	publication	gesis-ssoar-18603, gesis-ssoar-27450, gesis-ssoar-72932, gesis-ssoar-76756, gesis-ssoar-79176, gesis-ssoar-79202, gesis-ssoar-86715, gesis-ssoar-86806, gesis-ssoar-86927, gesis-ssoar-86931
6	63654	issp 2010 germany environment iii	research_data	ZA4350, ZA4950, ZA5074, ZA5500, ZA5517, ZA5618, ZA5619, ZA5620, ZA5621, ZA5950
6	15976	jugend or jugendliche und nachhaltigkeit or umwelt or klima und bildungsniveau or milieu or schicht or lebenswelt	publication	cews-2-675665, cews-2-760933, gesis-bib-144727, gesis-bib-146857, gesis-solis-00606274, gris-publication-6l6ijbudmrt0, literaturpool-0da7041539422670a4ec7a0ae9ee7d74, literaturpool-7a47dd93f8c227ba39aca32bd494021e, literaturpool-c85ce4a597b80159afcaedf9b6a20ae4, literaturpool-d2546957b2b675dffc1ea56619980a71
6	16381	knowledge in sustainability	research_data	ZA5549, ZA6948, ZA6949, ZA6952, ZA7493, ZA7645, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset68832, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2821e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3133e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3187e
6	14302	konservat	instruments_tools	zis135, zis82
6	14061	konsum umwelt	publication	gesis-bib-139662, gesis-bib-96333, gesis-ssoar-10992, gesis-ssoar-12638, gesis-ssoar-17398, gesis-ssoar-18609, gesis-ssoar-21950, gesis-ssoar-21951, gesis-ssoar-21975, gesis-ssoar-25033, gesis-ssoar-31916, gesis-ssoar-34246, gesis-ssoar-36162, gesis-ssoar-36856, gesis-ssoar-37126, gesis-ssoar-37129, gesis-ssoar-39013, gesis-ssoar-39310, gesis-ssoar-40403, gesis-ssoar-40949, gesis-ssoar-42041, gesis-ssoar-42215, gesis-ssoar-45188, gesis-ssoar-45827, gesis-ssoar-50005, gesis-ssoar-55948, gesis-ssoar-56013, gesis-ssoar-56506, gesis-ssoar-56532, gesis-ssoar-56701, gesis-ssoar-56847, gesis-ssoar-56853, gesis-ssoar-56920, gesis-ssoar-56995, gesis-ssoar-58702, gesis-ssoar-58716, gesis-ssoar-58730, gesis-ssoar-6004498w021, gesis-ssoar-61036, gesis-ssoar-61636
6	14051	konsum umwelt	research_data	ZA2221, ZA4983, ZA5466, ZA5474, ZA5586, ZA5654, ZA5798, ZA5879, ZA5967, ZA7472
6	14016	konsum umweltbewusstsein	publication	gesis-bib-81001, gesis-bib-88865, gesis-solis-00121420, gesis-solis-00265935, gesis-solis-00287890, gesis-ssoar-11048, gesis-ssoar-11285, gesis-ssoar-11286, gesis-ssoar-11643, gesis-ssoar-11724, gesis-ssoar-12158, gesis-ssoar-12210, gesis-ssoar-12625, gesis-ssoar-17399, gesis-ssoar-20068, gesis-ssoar-20230, gesis-ssoar-21951, gesis-ssoar-21954, gesis-ssoar-21975, gesis-ssoar-21992, gesis-ssoar-21998, gesis-ssoar-22012, gesis-ssoar-22072, gesis-ssoar-22188, gesis-ssoar-2264, gesis-ssoar-25724, gesis-ssoar-25727, gesis-ssoar-25728, gesis-ssoar-25744, gesis-ssoar-25745, gesis-ssoar-26792, gesis-ssoar-28035, gesis-ssoar-31916, gesis-ssoar-31988, gesis-ssoar-32099, gesis-ssoar-32470, gesis-ssoar-32477, gesis-ssoar-34733, gesis-ssoar-34930, gesis-ssoar-34940, gesis-ssoar-35371, gesis-ssoar-36856, gesis-ssoar-37177, gesis-ssoar-37311, gesis-ssoar-38951, gesis-ssoar-39515, gesis-ssoar-41189, gesis-ssoar-42000, gesis-ssoar-42041, gesis-ssoar-42623, gesis-ssoar-44882, gesis-ssoar-45066, gesis-ssoar-47899, gesis-ssoar-48505, gesis-ssoar-48600, gesis-ssoar-49024, gesis-ssoar-49470, gesis-ssoar-49471, gesis-ssoar-49473, gesis-ssoar-49474, gesis-ssoar-50015, gesis-ssoar-50021, gesis-ssoar-50350, gesis-ssoar-50425, gesis-ssoar-5068, gesis-ssoar-50964, gesis-ssoar-51971, gesis-ssoar-5369, gesis-ssoar-54858, gesis-ssoar-56507, gesis-ssoar-56553, gesis-ssoar-56701, gesis-ssoar-56853, gesis-ssoar-56919, gesis-ssoar-56920, gesis-ssoar-57015, gesis-ssoar-57018, gesis-ssoar-58716, gesis-ssoar-6004498w021, literaturpool-a75448ea600302cbe0edc934b9862912
6	13971	konsumklima	research_data	ZA0930, ZA0931, ZA0932, ZA0933, ZA0934, ZA0935
6	14147	kontakt zur natur	research_data	ZA5585, ZA5664, ZA5665, ZA5666, ZA6655, ZA6656, ZA6671, ZA6722, ZA7477, ZA7479
6	15021	künstliche intelligenz im journalismus	publication	gesis-ssoar-32467, gesis-ssoar-47039
6	15017	künstliche intelligenz journalismus	publication	gesis-ssoar-32467, gesis-ssoar-47039, gesis-ssoar-75399, gesis-ssoar-75406, gesis-ssoar-75421, gesis-ssoar-76618
6	21320	long term preservation	publication	gesis-ssoar-37872, gesis-ssoar-37892, gesis-ssoar-39426, gesis-ssoar-42789, gesis-ssoar-44009, gesis-ssoar-47473, gesis-ssoar-48837, gesis-ssoar-48891, gesis-ssoar-52384, gesis-ssoar-53944
6	21334	luftverschmutzung	publication	gesis-ssoar-10471, gesis-ssoar-11157, gesis-ssoar-11761, gesis-ssoar-18601, gesis-ssoar-19770, gesis-ssoar-21324, gesis-ssoar-21334, gesis-ssoar-22072, gesis-ssoar-27393, gesis-ssoar-27464, gesis-ssoar-27628, gesis-ssoar-3226, gesis-ssoar-36863, gesis-ssoar-39650, gesis-ssoar-40061, gesis-ssoar-42451, gesis-ssoar-44106, gesis-ssoar-44338, gesis-ssoar-45039, gesis-ssoar-4758
6	21330	luftverschmutzung	research_data	SDN-10.7802-1993, ZA3670, ZA4169, ZA4727, ZA4880, ZA5214, ZA5500, ZA5586, ZA5795, ZA5923, ZA6584, ZA6729
6	21336	luftverschmutzung	variables	exploredata-ZA1808_VarF141, exploredata-ZA1811_VarF181, exploredata-ZA3450_VarV790, exploredata-ZA4259_VarV438, exploredata-ZA4610_VarV889, exploredata-ZA4610_VarV890, exploredata-ZA6630_Varq13d, exploredata-ZA6630_Varq8_03, exploredata-ZA6729_VarV2, exploredata-ZA6741_VarF25_2
6	21310	macht nachhaltigkeit	publication	cews-2-748895, cews-2-760933, gesis-ssoar-34335, gesis-ssoar-39334, gesis-ssoar-42832, gesis-ssoar-44261, gesis-ssoar-47319, gesis-ssoar-50021, gesis-ssoar-53078, gesis-ssoar-56995
6	22192	megatrend nachhaltigkeit	publication	gesis-ssoar-12124, gesis-ssoar-18260, gesis-ssoar-21216, gesis-ssoar-23655, gesis-ssoar-23813, gesis-ssoar-32471, gesis-ssoar-36171, gesis-ssoar-56013, gesis-ssoar-61112, gesis-ssoar-72953
6	17854	milieu bildung	research_data	ZA3920
6	17860	milieu deutschland	publication	gesis-bib-93691, gesis-ssoar-17433, gesis-ssoar-32802, gesis-ssoar-35936, gesis-ssoar-4447, gesis-ssoar-46687, gesis-ssoar-55598, gesis-ssoar-57348, gesis-ssoar-57423, gesis-ssoar-85---0007w
6	17859	milieu zukunft	publication	cews-2-599652, cews-2-680624, gesis-ssoar-11505, gesis-ssoar-17330, gesis-ssoar-17603, gesis-ssoar-19635, gesis-ssoar-19888, gesis-ssoar-33455, gesis-ssoar-40109, gesis-ssoar-4878
6	17853	milieuforschung	publication	gesis-bib-83279, gesis-ssoar-17570, gesis-ssoar-19888, gesis-ssoar-34780, gesis-ssoar-3812, gesis-ssoar-4447, gesis-ssoar-44552, gesis-ssoar-57559, gesis-ssoar-9311, literaturpool-4289bc5f33b936bd6418215bd45a4575
6	17864	ministerie van volkshuisvesting ruimtelijke ordening en milieubeheer vrom	research_data	datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset31752, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset33388, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset33518, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset33519, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset40480, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset45202, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset46099
6	20886	modelle nachhaltige rentenvorsorge	publication	gesis-ssoar-61435
6	21280	motive nachhaltigkeit	research_data	SDN-10.7802-2463, ZA5664, ZA5665, ZA5666, ZA5693
6	1203	nachhaltig	instruments_tools	pretest-101, zis259
