query_id	query	pub_desc	pub_narr
23614	medien nutzung	The user seeks research-based information on media usage patterns—especially digital, social, and mobile—how they vary by platform and demographic group, and how they influence attitudes and everyday behaviors. The focus is on German-speaking contexts, including platform-specific effects (e.g., Telegram during COVID-19), youth and family settings, and longitudinal/comparative findings.	For the query “medien nutzung” (media use), documents are relevant when they analyze or describe how people use media—e.g., frequencies, platforms, contexts, demographics, or behavioral correlates. Clear matches include empirical studies linking COVID-19 conspiracy belief to platform use (Telegram, Facebook, YouTube), surveys of social media and messaging adoption (ARD/ZDF Onlinestudie, WhatsApp/Instagram trends), research on mobile media in public spaces or boredom prevention, and work on youth, family, or historical populations (DDR youth, Austrian households) that report concrete usage patterns. Also relevant are platform-specific or longitudinal comparisons, and pieces that operationalize media use (e.g., usage categories, time use, device ownership) even if embedded in broader questions. Less relevant are papers focused primarily on design or gender in digital artifacts, theoretical models of sociocultural change without usage data, or general discussions where media is background and usage is not measured or described. Edge cases include conceptual “Medienkompetenz” articles that treat media use as one sub-dimension, protest communication studies that touch on social media use, or methodological notes on sensors that mention capturing “Mediennutzung” but do not analyze it—these may be partially relevant depending on depth of usage detail.
2386	politische einstellung	The user is seeking scholarly research on political attitudes, particularly in Germany, examining East–West differences, youth and migrant groups, and changes since reunification. They want determinants (e.g., authoritarianism, education, unemployment), links to democracy and participation, and evidence from surveys such as ALLBUS, ISSP, and IEA.	A document is relevant if it analyzes, measures, or compares political attitudes (Einstellungen) of individuals or groups, such as studies of youth or regional differences, trends over time, or attitudes toward democracy, parties, institutions, minorities, or gender equality. Examples include survey-based analyses (e.g., ALLBUS, IEA) of East–West differences in democracy satisfaction, trust in institutions, left–right self-placement, right-wing extremism, or political interest and participation, as well as work on the political culture or attitudes of elites. Research into determinants and correlates of political attitudes—authoritarianism, ethnocentrism, education, unemployment, migration generation—based on empirical data is also relevant. Non-relevant items are those using “Einstellung” in other senses (hiring, settings), pieces about political institutions or policies without addressing people’s attitudes, or purely methodological/media-industry discussions unless they specifically examine journalists’ own political attitudes. Edge cases include broad works where attitudes are only one section (partially relevant), historical or DDR-era studies that assess ideological attitudes (relevant), and prescriptive or propagandistic texts lacking empirical assessment of attitudes (borderline to non-relevant).
23986	ungleichheit	The user seeks a comprehensive overview of social inequality—its definitions, dimensions, and perceived (in)justice—and how its forms and levels have changed over time, especially in Germany and Europe. They want evidence on causes and consequences across income, education, health, environment, and labor markets (including ethnic and regional differences), along with relevant sociological theories and survey findings.	A document is relevant to the query “ungleichheit” when it explicitly analyzes inequality—especially social inequality—such as income gaps, class and stratification, educational disparities by gender or region, ethnic disadvantage, or health inequalities, and may reference empirical sources or theories (e.g., ALLBUS surveys, Marx/Weber, environmental justice, climate and inequality links). Discussions that define the term, trace changes over time (East/West Germany, Austria), or examine causes, consequences, and public perceptions of inequality are also highly relevant. Theoretical or methodological pieces that debate how to conceptualize or measure Ungleichheit (e.g., opportunity vs. outcome, new dimensions of inequality) count if inequality is the central analytic focus. A document is non-relevant if “Ungleichheit” appears only in passing, is used in a different sense (mathematical inequalities, product “unevenness,” “Ungleichgewicht”), or focuses solely on “Gleichheit” without analyzing disparities. Edge cases include texts using synonyms or compounds (Einkommensungleichheit, gesundheitliche Ungleichheit), or linking inequality to climate and environment; these are relevant if they ultimately examine unequal distributions of resources, power, prestige, education, or health.
24946	umweltschutz	The user seeks a comprehensive overview of environmental protection that links policy, economics, and society, comparing integrated versus end-of-pipe strategies and assessing economic/labor impacts. Focus is on Germany/Europe with global context, including the roles of government, NGOs, and institutions like the WTO, public attitudes and psychology, and debates such as environmental justice.	A document is relevant to the query “umweltschutz” when it substantively addresses environmental protection—such as policies, legal frameworks, technologies (e.g., production-integrated approaches versus end-of-pipe), governance, or the economic significance of the environmental sector. Analyses of energy policy trade-offs (security, cost, environment), the role of international bodies like the WTO in fisheries subsidies or green goods liberalization, or discussions of carbon markets and Green New Deal strategies are clearly relevant, as are overviews of environmental management and consulting. Critiques and sociological studies of environmental NGOs and movements, environmental justice debates about the distribution of environmental burdens and benefits, or environmental psychology guidance for fostering pro-environmental behavior also qualify if they illuminate how environmental protection is organized, implemented, or motivated. Edge cases include mixed-focus items (e.g., “Arbeits- und Umweltschutz” in universities) which are relevant only if they provide meaningful content on environmental protection rather than mainly occupational safety, and “Naturschutz” pieces that are framed as part of broader Umweltschutz. Non-relevant are texts that merely name the term without analysis, purely promotional membership or fundraising content lacking environmental substance, or uses of “Schutz” in unrelated domains (e.g., data or personal protection).
2500	violence	The user is seeking scholarly resources that theorize and define violence from a sociological perspective—beyond causes to processes, typologies, and “violence regimes.” They also want empirical measures and findings on gender-based/domestic, symbolic, digital, political, and school violence, including intersectional analyses, welfare-state comparisons, media representations, and EU prevalence data.	A document is relevant to the query “violence” if it directly examines violence as a phenomenon—its definitions, processes, causes, consequences, prevalence, or typologies—and may use related terms like domestic/intimate partner violence, gender-based violence, school or political violence, digital violence, or structural/symbolic violence. Empirical studies that measure or describe violence through surveys, indices, case studies, video data analysis, or interviews (for example, an EU survey of gender-based violence, a Violence Regimes Index, or analyses of status-violence norms in schools and TV news depictions) are strongly relevant, as are works on dynamics such as escalation, temporal sequences, emotions, the body, and institutionalization. Conceptual debates about what counts as violence (narrow physical versus broader structural/cultural; symbolic or epistemic violence) are relevant when grounded in sociological frameworks or linked to policy, prevention, or intervention. Documents are less relevant if they only mention “violence” in passing, use it purely as a rhetorical flourish, or discuss adjacent topics (e.g., welfare regimes, ICTs, democratization) without tying them to violent practices or outcomes, or if they list incidents without analysis. Edge cases include pieces centered on harassment or psychological abuse that avoid the word “violence” yet frame the harms as violent (relevant), whereas work on “non-violence” or purely metaphorical “epistemic violence” may be off-target unless explicitly connected to concrete violent practices or regimes.
2585	kriminalität	The user seeks a comprehensive overview of crime as a social phenomenon, including how it is measured (objective vs. subjective), explained, and trends across societies. They also want insights into media discourse and public perception, demographic patterns (e.g., migrants, gender, youth), and implications for prevention and criminal justice policy.	A document is relevant if it substantively discusses crime (Kriminalität) as a social, legal, cultural, or statistical phenomenon—such as crime rates and trends, victimization, policing and sanctions, public fear versus perceived safety, or criminological theory. Strong examples include analyses contrasting police statistics with subjective insecurity, media studies of crime reporting, research on youth or migrant crime, gender differences in offending, or historical/cross-national time series of offenses and punishment. Work on prevention policy, labeling theory, or the social construction of crime discourse also qualifies; even cultural pieces (e.g., on Gangsta Rap or everyday moral storytelling) are relevant when they examine representations of crime and their social effects. Non-relevant are texts where the term appears only in passing, is used metaphorically, or materials about crime fiction entertainment unless they critically analyze crime as a social issue. Edge cases include papers focused on public security or inequality without repeatedly saying “Kriminalität” but clearly centered on criminal behavior (relevant), and methodological studies that test survey reliability about crime (relevant if crime is the primary application, not if it’s incidental).
26363	verkehrsmittel	Information on transport modes (Verkehrsmittel), especially public transport and multimodal options, focusing on factors that influence mode choice and how policies and technologies shape usage. Seeks research and data on commuting and travel behavior, accessibility, environmental impacts, and interventions that promote shifts to more sustainable modes.	A document is relevant to the query “verkehrsmittel” when it substantively discusses modes of transport (e.g., train, bus, car, bicycle) or the choice and use of these modes, such as studies on commuting by rail, multimodal travel habits, or factors influencing mode choice (like the planned behavior study comparing car, bike, and bus). Empirical work, policy analyses, or evaluations that focus on public transport access, tickets (e.g., a Semesterticket), mobility management, or urban transport integration also count as relevant, even if they don’t repeat the keyword but use domain terms like ÖPNV, sharing services, or cycling infrastructure. Lists and surveys that provide data or sections specifically about “Verkehrsmittel” (e.g., vacation travel reports with transport-mode breakdowns) are relevant, while documents that only mention the term in passing without analysis or data are weakly relevant. Historical or educational contexts are relevant if they describe the role or selection of transport modes (e.g., school traffic education or the emergence of new urban transport systems), but travel pieces focused solely on destinations or motives without any transport-mode information would be non-relevant. Edge cases include documents using synonyms or specific vehicle types without the keyword (still relevant) and legal or environmental texts: they are relevant only when they explicitly address transport modes or their regulation, not when they discuss climate or rights in general terms.
2662	politische orientierung	The user seeks information on political orientation—its definition, formation, and measurement—drawing on empirical studies in Germany, especially among youth. They want to know which social, moral, educational, religious, media, and cultural factors shape these orientations and how they influence democratic attitudes and participation.	A document is relevant if it defines, measures, or explains political orientations—attitudes, values, and positions toward politics and institutions—such as authoritarianism, nationalism, left–right self-placement, democratic values, or participation, especially when grounded in empirical data (e.g., ALLBUS, World Values Survey) or tied to political socialization. Studies on specific populations or contexts—youth in East/West Germany, children’s early political understanding, confessional ties, local democracy in a city like Mannheim, or cross-national comparisons in Eastern Europe—are directly on-topic when they analyze determinants and patterns of citizens’ orientations. Works that discuss “moralische Orientierungen” are relevant only if they connect these moral frames to citizens’ political orientations or their incorporation into decision processes; purely normative theory without such linkage is marginal. Items focused on institutional rules, higher-education policy designs, or organizational reforms are non-relevant if “Orientierung” refers to policy frameworks rather than people’s political attitudes. Clear relevance signals include terms like Einstellungen, Werte, politische Kultur, Links–Rechts, Autoritarismus, Toleranz, Partizipation, and analyses of media or youth culture shaping political orientations; non-relevant edge cases include “Orientierung” as general guidance, navigation, or unrelated domains (e.g., study orientation sessions, sexual orientation).
26823	technology	The user seeks an academic overview of technology as a sociotechnical phenomenon—covering philosophies and sociology of technology, measurement and indicators (e.g., technological sovereignty, readiness), diffusion and transfer, and cultural and gender dimensions. They likely want frameworks and evidence to guide technology decision-making, assessment, and policy across education, industry, and national contexts.	For the query “technology,” a document is relevant when technology itself is the central object of analysis—its development, governance, measurement, transfer, or social impacts—whether theoretical (e.g., philosophy of technology, constructivist accounts) or applied (e.g., technological sovereignty metrics, technology transfer models, readiness assessment tools). Examples that qualify include studies of K–12 technology leadership philosophies, algorithms for measuring technological independence, economics of technology and diffusion across generations, feminist technology studies, AI’s co-evolution with society, and care-sensitive technology assessment, because they interrogate technological artifacts, practices, or decision-making. Documents are non-relevant when “technology” appears only tangentially (such as in institutional names or passing references) or when the core topic is unrelated (e.g., general policy or culture pieces) without substantive analysis of technologies themselves. Edge cases—like culturally focused analyses, advertising “mood” technologies, or historical accounts of protectionism—are relevant if they examine technological mechanisms, metrics, or design implications; otherwise they are borderline. Signals of higher relevance include “technology/technological/tech/AI/ICT/innovation” in the title or abstract and sustained discussion where technology is central rather than incidental.
2741	sport	The user seeks an overview of scholarly and policy perspectives on sport as a social and economic institution, including management and marketing, commercialization and governance/legal frameworks, inclusion and gender equity, youth development, media representation, nationalism, and sport tourism. They want evidence on participation determinants, program sustainability, and European policy initiatives (EU, Council of Europe) related to sport and physical activity.	A document is relevant to the query “sport” if it substantively discusses athletic activities or the sports sector—such as sports management and marketing, governance and policy (e.g., EU White Paper on Sport), participation and inclusion (women in sport, disability sport), facilities and coaching, media and journalism, or social impacts like nationalism and health. Empirical studies, case reports, or reviews about sports organizations, funding models, event tourism, safeguarding, or the effects of sporting success all count as relevant, even when the focus is administrative or sociological rather than on gameplay. Documents are non-relevant when “sport” appears only as a homograph or substring (to sport a jacket, plant “sport” in biology, SPORT as an unrelated acronym, or words like transport/support/passport), or when it refers to non-athletic “sport mode” in cars or fashion labels. Edge cases include esports (often treated as relevant if framed within sport governance or participation), motorsport (relevant as an athletic domain), and media about a newspaper named “Sport,” which is relevant only if the content pertains to sports coverage rather than corporate matters.
2817	populismus	The user seeks academic analyses of populism—its historical roots, definitions and typologies, communicative strategies, and impacts on representation, participation, and liberal democracy. They also want comparative case studies across Europe, Russia, and the Americas and normative debates on whether populism threatens or revitalizes democracy.	A document is relevant if it explicitly analyzes Populismus as a political concept, for example by defining it, tracing its historical roots, outlining typologies, or debating its relationship to democracy, such as in discussions of Müller vs. Mudde/Kaltwasser or Rosanvallon/Lefort/Laclau/Mouffe. Case studies that situate populism in concrete contexts—e.g., AfD/PEGIDA, FPÖ/Haider, Le Pen, Berlusconi, Latin American movements, or Russia’s use of anti-populist repression and comparisons with Putin/Trump—are clearly relevant, as are works on populist communication (people vs. elites, exclusion of minorities), fake news classifications, and media logic (personalization, emotionalization). Empirical studies using surveys (e.g., ALLBUS), network analyses of misinformation, or research on determinants like recognition, political knowledge, or post-democratic mediatization also count as relevant. Non-relevant items are those that only name “Populismus” in passing, use the term as a loose insult or stylistic label without conceptual treatment, or focus on other ideologies without linking them to populism’s logic and effects. Edge cases include broad democracy or totalitarianism essays that mention populism only as a foil, or historical notes (e.g., invoking Abraham Lincoln) that are relevant only if they tie back to the modern concept and its mechanisms.
28540	worklife balance	The user seeks an overview of work-life balance concepts and drivers, along with research on organizational programs, their benefits, and challenges across different demographics. They also want practical policies and strategies—at both workplace and policy levels—to improve balance amid aging workforces, gender equity concerns, and economic pressures.	A document is relevant if it directly discusses work-life (or work–family) balance—its drivers, programs, outcomes, and policies—such as analyses of organizational WLB initiatives during economic downturns, gendered experiences of balancing roles in academia, expatriate WLB in GCC countries, or critiques of Italian and European WLB practices and policy. Empirical or theoretical work that explicitly links job demands to family/personal life, measures WLB, or proposes models and tools (e.g., flexible schedules, care services, support networks) also fits, even if phrased as work life, work-life, or work–family balance. Content that addresses “worklife” broadly—aging at work, quality of European worklife, or call-center “areas of worklife”—is only marginally relevant unless it ties those themes to balancing work with nonwork domains. Uses of “balance” in unrelated senses (e.g., physical balance in soccer, constitutional balancing tests, current account balances, or balance of power in IR) are non-relevant despite keyword overlap. Edge cases include health and leisure studies; they are relevant when framed as mechanisms to improve WLB, but not when they report health or fitness outcomes without reference to balancing work and life.
28676	worklife	The user is seeking research-based insights on worklife, especially how aging demographics and policy shape workplace management, employment quality, and worker engagement. They want evidence and recommendations on EU age policies, age management practices, demographic differences in engagement, and social risk management for career transitions.	A document is relevant to the query “worklife” if it substantively discusses working life, work-life balance/quality, or “areas of worklife” (e.g., management practices, aging at work, engagement, fairness, workload, control, community, values), even when using variants like “work life,” “work-life,” or non-English equivalents such as German “Arbeitsleben.” For example, chapters analyzing European worklife and age management, or studies of call center agents’ work engagement linked to areas of worklife, directly match the query. Documents addressing policies and risks across the life course of employment (e.g., transitional labor markets or “worklife insurance”) are also relevant because they center on conditions and transitions in working life. By contrast, texts that only mention “worklife” in passing, use it metaphorically, or focus solely on unrelated biographical methods without connecting to working conditions or employment contexts are non-relevant. Edge cases include branded terms like “WorkLife” (a program name), duplicate abstracts, or content in other languages; these can still be relevant if the substance concerns working life rather than a namesake or fleeting mention.
2884	fremdenfeindlichkeit	The user is seeking a research-based overview of xenophobia (Fremdenfeindlichkeit) in Germany, including its prevalence and East–West differences, key drivers (relative deprivation, education, family dynamics, social integration/identity), and how it is measured in surveys like ALLBUS. They also want evidence on trends and effective prevention or policy responses at community and national levels.	A document is relevant if it focuses on Fremdenfeindlichkeit (xenophobia) or close synonyms (e.g., Ausländerfeindlichkeit) by analyzing attitudes, behaviors, or crimes against foreigners, especially with empirical measures, determinants, or trends (e.g., ALLBUS-based studies, East–West differences, effects of education, deprivation, or intergroup contact). Also relevant are works that explicitly link xenophobia to related constructs or contexts—such as antisemitism, nationalism/patriotism, youth and family dynamics, or community prevention—when they test or discuss causal pathways, interventions, or policy programs (e.g., EUMC reports, XENOS/EQUAL) in relation to xenophobic outcomes. Broad reports on racism or discrimination qualify only if they contain dedicated sections quantifying or explaining xenophobia in Germany or the EU and make that linkage explicit. Non-relevant are documents on general crime, youth violence, or social policy that do not measure, compare, or discuss xenophobia, as well as identity or migration pieces that omit xenophobic attitudes or incidents. Edge cases include incidental or metaphorical uses of the term and purely historical overviews without analytical content (exclude), while studies of right-wing extremism or group-focused enmity (GMF) are included only when they directly assess xenophobic attitudes, behaviors, or their predictors.
2911	happiness	The user seeks research-based insights on how happiness (subjective well-being) is defined and measured, its key determinants, and how it varies across countries and over time. They want evidence on the roles of economic conditions, health, relationships, and public policies (including inequality and recall bias effects) and the implications for policy and population health.	A document is relevant if it directly analyzes happiness or subjective well-being, including its measurement, determinants, trends, or policy uses—such as cross-national surveys, the World Happiness Report, or findings linking happiness to factors like marriage, income, health, unemployment, and inequality. Content discussing methodological issues (e.g., recall bias in “happiness five years ago,” distinctions between experienced utility and decision utility, or differences between happiness and life satisfaction) is also relevant because it shapes how happiness data are interpreted. Studies of specific groups or settings—parents vs. nonparents, people living with HIV, workplace happiness, or regional/cultural variations—are relevant when they explicitly connect results to happiness or life satisfaction. By contrast, pieces that use “happiness” only as a metaphor, a brand/title, or that focus solely on other outcomes (health, income, economics) without linking them to happiness are non-relevant. Edge cases include documents centered on “well-being,” “life satisfaction,” or “subjective well-being” without the exact keyword; these can be relevant if they clearly operationalize or compare happiness constructs, while work on inequality or the economy is relevant only when tied to levels or distributions of happiness.
29207	zufriedenheit ausbildung	The user is seeking research and data on satisfaction with vocational education and training/apprenticeships, especially within Germany’s dual system. They want to understand satisfaction levels, key determinants (e.g., training quality, instructors, learning environment), and how satisfaction relates to transition into employment and career outcomes.	A document is relevant if it examines satisfaction (Zufriedenheit) with vocational training/apprenticeships (Ausbildung), including global satisfaction and specific determinants such as instructor quality, learning venues (school vs company), methods, content, working conditions, or perceived usefulness of the training during or after the program. It remains relevant when it analyzes the transition from Ausbildung into employment and explicitly assesses satisfaction with the training or with vocational schools, or compares dual and school-based pathways. Documents are non-relevant if they focus on satisfaction in unrelated domains (e.g., democracy, marriage, general life satisfaction) or on job satisfaction without linking it to the training experience, even if “Ausbildung” is mentioned. Edge cases include tertiary or profession-specific “Ausbildung” (e.g., psychologists, teachers) or historical DDR cohorts—these are relevant only if they measure satisfaction with the training itself; studies where satisfaction is a small subsection are borderline but acceptable if they report concrete satisfaction indicators. Methodological notes or labor-market outcomes (income, status) without a satisfaction component should be treated as non-relevant.
29262	zufriedenheit arbeit	The user is looking for survey-based insights on “satisfaction with work” in Germany, including public satisfaction with the work of the federal government and chancellor across policy areas and years, as well as research on job and working-condition satisfaction among different groups, plus outlooks and priority issues for the coming year.	The query “zufriedenheit arbeit” most naturally targets job satisfaction—people’s satisfaction with their work, working conditions, employment terms, or workplace relationships. Documents are relevant when they measure or discuss Arbeitszufriedenheit or closely related constructs such as satisfaction with Arbeitsbedingungen, Betreuung/Supervision, Bezahlung, Work-life balance, or colleagues, for example surveys of DDR youths on work and living conditions, studies of early-career academics’ satisfaction with employment conditions and supervision, apprentices’ training satisfaction, or police studies that include satisfaction with colleagues. Studies that assess satisfaction with one’s “Beruf” or explicitly separate the work component within “Arbeits- und Lebensbedingungen” (including links to migration intentions or effects of performance appraisal on satisfaction) also fit. By contrast, items about “Zufriedenheit mit der Arbeit der Bundesregierung” or satisfaction with democracy/political developments are non-relevant, as are uses of “Arbeit” meaning “this paper/work” rather than employment, or pieces focused only on general life or leisure satisfaction without a work component. Edge cases include mixed-topic studies where work satisfaction is a minor variable (still weakly relevant) and lists of policy areas like Arbeitsmarktpolitik that mention “Arbeit” but do not measure job satisfaction (non-relevant).
29421	zufriedenheit	The user is seeking empirical research and survey evidence on satisfaction (Zufriedenheit) across life, work, health, and political domains—primarily in Germany (and Poland)—including trends over time, regional differences, and key individual and economic determinants. They want to understand which factors (e.g., family, perceived control, education, employment conditions, and government performance) drive overall and domain-specific satisfaction and how this links to support for democracy.	The most relevant documents explicitly analyze “Zufriedenheit” (satisfaction) as a core concept—ideally in German—and report concrete measures, determinants, or trends across domains such as life, democracy, health, and work (e.g., studies using ALLBUS, SOEP, or BIBB/IAB on Lebens- oder Demokratiezufriedenheit). Content that uses compound forms or close variants—Lebenszufriedenheit, Berufszufriedenheit, Demokratiezufriedenheit, Kundenzufriedenheit, and even Unzufriedenheit—and provides findings like East–West regional gaps, family influences, perceived control, or economic effects is clearly relevant. Documents are less relevant when the word appears only in passing, in boilerplate topic lists, or as a casual adjective (“wir sind zufrieden”) without definitions, scales, hypotheses, or empirical results. Related terms such as Glück or Wohlbefinden can still qualify if they explicitly link to satisfaction measures or outcomes; otherwise, well-being pieces that never mention Zufriedenheit are borderline. Edge cases include multilingual texts where “zufriedenheit” appears only in a citation, typos or casing variants, or policy newsletters that mention satisfaction in a headline but provide no substantive analysis—these should be ranked below studies that model satisfaction, report survey results, or compare groups.
2945	life satisfaction	The query seeks research-based insights into what drives life satisfaction, examining how personal, social, economic, environmental, and policy factors (e.g., materialism, commuting, family/partnership, SES, migration, economic freedom, austerity) relate to it. It emphasizes cross-national (especially European) evidence, mediators/moderators, and domain-specific links to inform measurement and policy.	A document is relevant if it directly measures, defines, or analyzes overall life satisfaction (subjective well-being), typically via survey items or scales (e.g., Eurobarometer, SWLS) and reports determinants, correlates, or outcomes tied to it. Studies examining how factors such as materialism, commuting time satisfaction, environmental quality, parenthood, migration, austerity, marital status, work values, economic freedom, or national events influence life satisfaction—using clear statistical links—are strongly relevant. Research focused on domain-specific satisfaction (job, family, travel) is relevant only when it explicitly connects those domains to overall life satisfaction; otherwise, it is peripheral. Works using “quality of life,” “happiness,” or “well-being” are relevant if they operationalize or report life satisfaction specifically, whereas pieces on customer/product satisfaction, life expectancy, or macro indicators without a life-satisfaction measure are non-relevant. Edge cases include brief mentions without analysis (weak relevance) and aggregate regional/country studies, which remain relevant if they analyze life satisfaction as the construct of interest.
30368	work	The user seeks a synthesis of research on how work conditions and arrangements—such as stress, work environment, remote/telework, flexible hours, and atypical employment—affect employee motivation, performance, wellbeing, and work–family conflict. They also want cross-national and gender-specific insights (e.g., mothers’ working time patterns, fathers’ conflicts) and how family policies moderate these effects.	For a broad query like “work,” the most relevant documents discuss employment or labor topics such as job conditions, working hours, remote/telework, work stress, work–family conflict, or policies and environments that shape employee performance and well-being. Empirical studies with clear measures and samples (e.g., Likert-scale surveys, SEM/PLS analyses, national panels) that examine outcomes for workers—like research on nurses’ work stress or the effects of working from home on conflict—are strong matches. Uses of “work” in other senses (e.g., coursework/homework guidelines, “social work” syllabi, or the verb “it works”) are weakly relevant unless they directly address paid work or the social work occupation as labor. Edge cases include theoretical or cross-national analyses of labor income or working-time patterns, which are relevant, versus physics “work,” “artwork,” or casual verb uses, which are not. Documents that only mention the word “work” in passing or as boilerplate without substantive discussion of labor/employment should be treated as non-relevant.
31054	schule	The user is seeking comprehensive, research-based information about schools, particularly in German-speaking contexts. Topics include school violence (by students and teachers), inclusion of migrant and special-needs students, student–teacher relationships, school climate and governance, family–school dynamics, student participation, and broader social and environmental roles of schools.	A document is relevant if it primarily addresses the institution of school (Schule), such as empirical research on school violence and bullying, teacher–student relationships, inclusion of newly arrived or special-needs students, school climate and governance, or practical school initiatives (e.g., climate-neutral operations or arts education). Comparative studies of students’ and teachers’ perceptions, analyses of class- and school-level determinants of behavior, and discussions of parental roles or student participation also count as relevant because they center on schooling. By contrast, texts that use “Schule” to denote intellectual traditions (e.g., Frankfurter Schule, Chicago Schule) without discussing educational institutions, or that include the term only incidentally (in a citation, affiliation, or keyword list), are non-relevant. Edge cases include compounds like Schüler, Schulklima, Schulträger—which are relevant when the core topic is schooling—and metaphorical uses (e.g., Schule des Lebens) or unrelated senses of “school,” which are not. While the German term aligns best with German-language content, documents in other languages can still be relevant if their main focus is schools and schooling.
3107	drugs	The user seeks research-based information on drugs, emphasizing policy, pricing, prescribing, prevention, and enforcement across countries. They want to understand how patents, decriminalization/harm reduction, media campaigns, and healthcare practices affect drug prices, use patterns, health outcomes, and crime.	A document is relevant if it substantially discusses drugs as substances—medical or illicit—including their pricing, prescribing, use/abuse, treatment, regulation, or social and policy impacts; synonyms like medicines, pharmaceuticals, narcotics, and controlled substances also signal relevance. Examples include studies of HIV/AIDS drug prices in developing countries, analyses of national drug policies and harm reduction, research on GPs modifying hospital-prescribed medications, evaluations of anti-drug media campaigns, and case studies of addiction or drug-related crime. It remains relevant in technical contexts such as drug discovery, delivery systems, or decriminalization and treatment program evaluations, and in areas like sports doping or antibiotic/drug resistance where drugs are central to the topic. A document is non-relevant when “drug(s)” appears only tangentially (e.g., a company name, a passing metaphor, or general healthcare administration with no drug-focused content) or when the focus is retail logistics of “drug stores” without discussing the drugs themselves. Edge cases include pieces where “drug” is used as a verb in crime reports (often still relevant), articles centered on broader public health with only incidental drug mentions (weakly relevant), or policy texts where drugs are one of many minor examples (borderline).
31126	schichtarbeit	Find research and statistics on shift work, focusing on its health and social consequences (e.g., work–life balance and psychosomatic complaints), who is affected, and which organizational or policy measures can mitigate negative effects, particularly in the German/EU context.	A document is relevant if it primarily examines Schichtarbeit (shift work) itself—its schedules (e.g., two-shift, multi-shift), prevalence in sectors, and especially its impacts on health, work-life balance, and social life. Strong signals include empirical analyses (e.g., mediation analyses linking shift work to psychosomatic complaints), sectoral or regional studies (production plants, police), and references to recognized data sources like the BIBB/BAuA Erwerbstätigenbefragung, EU ad hoc labour modules, or the Mikrozensus, as well as related terms such as Schichtdienst or Mehrschichtarbeit. Documents discussing organizational or legal frameworks for shift work, mitigation measures, or team dynamics/solidarity under shift regimes are also relevant. Non-relevant items are those that mention “Schichtarbeit” only in passing (e.g., as one item in a long list of labor conditions or legal topics) or use “shift” in an unrelated sense (a shift in policy), without substantive analysis of shift work. Edge cases include historical DDR youth studies or male-dominated industry articles: they are relevant if shift work is a core focus, while texts about flexible hours or night work alone are borderline unless clearly embedded in a shift system.
3125	arbeitslosigkeit	The user seeks a comprehensive, research-based overview of unemployment, focusing on trends and distribution by demographics and qualifications, long-term and youth unemployment, and labor market flows in Germany and the EU. They also want evidence on consequences for health, life expectancy, families and marriages, youth outcomes, and the effectiveness of labor market policies.	A document is relevant to the query “arbeitslosigkeit” when it primarily analyzes, describes, measures, or theorizes unemployment (including synonyms like Erwerbslosigkeit) such as rates, duration, determinants, subgroup patterns (youth, long-term, qualification-specific), or policy responses. Examples of clearly relevant content include studies of unemployment flows and transitions, effects on health and life expectancy, impacts on families and marital stability, evaluations of labor-market measures affecting exits from unemployment, or discussions of benefit receipt (Arbeitslosengeld, Grundsicherung) tied to unemployed populations. Adjacent topics are still relevant if they explicitly link to unemployment—for instance, research on sickness and unemployment credits in pension data, the role of macroeconomic cycles in unemployment risk, or transitions between unemployment, education, inactivity, and self-employment. Non-relevant documents are those that only mention the term in passing, focus on different concepts (e.g., Arbeitsunfähigkeit/sickness absence or general employment) without an unemployment angle, or use “unemployment” metaphorically without empirical or conceptual treatment. Edge cases include underemployment, early retirement, or regional labor dynamics—these are relevant when framed as causes, consequences, or flows to/from unemployment, but marginal if the unemployment component is incidental or unquantified.
3147	antisemitismus	The user seeks a scholarly overview of antisemitism—its definitions, theories, and typologies across history and today (e.g., anti-Judaism, racial, secondary/Israel-related, Islamist; left- and right-wing forms). They are especially interested in debates about a “new antisemitism,” how to distinguish legitimate criticism of Israel from antisemitism, and empirical trends and case studies in Europe (notably Germany and Austria).	A document is relevant if it substantively defines, analyzes, or documents antisemitism—its concepts, theories, historical forms, and contemporary variants (e.g., traditional, secondary, left-wing, islamist, or Israel-related antisemitism), including empirical surveys or case studies. Texts that probe the boundary between legitimate criticism of Israeli government policy, anti-Zionism, and antisemitism, or that debate “old vs. new antisemitism,” count as relevant even when they use related terms like Israel-feindlichkeit and focus on methods such as hermeneutic or sequence analysis. Region- or milieu-specific investigations (Austria, Germany, France, Iran), discussions of Catholic or political antisemitism, and EU/OSCE policy debates are also relevant if they tie clearly to antisemitic semantics, attitudes, or structures. By contrast, documents that only mention the word in passing, treat prejudice in general without linking it to antisemitism, or use “Semitic” solely in linguistic/anthropological contexts are non-relevant. Edge cases include Holocaust or Middle East coverage and polemics: these are relevant only when they explicitly conceptualize or measure antisemitism (e.g., transferring classic stereotypes to Israel, “everyday” or “democratic” antisemitism) rather than merely narrating events or policy disputes.
