query_id	query	instru_desc	instru_narr
23986	ungleichheit	The user is seeking research-based information on social inequality—how it is measured and perceived—and its relationship to populist attitudes, especially using German/European surveys and instruments (e.g., ALLBUS, ISSP, EGP class schema) and infographics on income and wealth distribution. They likely want methodological details on scales, pretests, and comparative measurements.	A document is relevant to the query “ungleichheit” when it focuses on social or economic inequality—such as income/wealth distribution, perceived inequality, stratification/class schemas (e.g., EGP), and related measurement instruments or surveys (ALLBUS, ISSP), including methodological work that evaluates how inequality is assessed. The provided paragraph is highly relevant: it centers on perceived social inequalities, links them to populist attitudes, discusses factual information about income and wealth distribution, and details scales (Egalitarianism) and class schemas (EGP) used in comparative research. Documents are non-relevant if they use “Ungleichheit” outside the social-science context (e.g., mathematical inequalities, technical tolerances) or only mention the term without substantive discussion or data. Edge cases include methodology-only pieces (e.g., cognitive pretests) that remain relevant when they test inequality items or graphics, and topics like immigration/antisemitism that are relevant only if explicitly tied to attitudes toward social inequality. Related terms such as Einkommensverteilung, Vermögensungleichheit, soziale Mobilität, Klassen-/Schichtmodelle, and Egalitarismus strengthen relevance, especially when backed by empirical analysis or experiments.
24946	umweltschutz	The user is seeking information on a standardized tool to measure environmental awareness and protection-related behaviors, specifically the SEU scale based on Maloney and Ward’s Ecology Scale, including what constructs it assesses (attitudes, behavioral intentions, self-reported behaviors) and the domains it covers (e.g., transport use, energy/water saving).	A document is relevant if it addresses environmental protection (Umweltschutz) directly or describes tools for assessing it, such as scales that measure environmental consciousness and related behaviors. References to the SEU/SEU3 or the Maloney and Ward Ecology Scale, and coverage of constructs like environmental attitudes, behavioral intentions, and self-reported behaviors—especially across domains like transport use, energy saving, or water conservation—strongly indicate relevance. Content that merely discusses psychological scales unrelated to the environment, uses “Schutz” in a different sense (e.g., data protection), or treats “environment” abstractly without linking to protective actions or measurable behaviors would be non-relevant. Edge cases include methodological papers about self-report bias or construct confounding; these are relevant if they pertain to measuring environmental behaviors or attitudes tied to Umweltschutz. Likewise, domain-specific discussions (e.g., energy-saving practices) remain relevant when framed as contributions to environmental protection rather than purely technical efficiency.
2500	violence	The user seeks information on questionnaires and psychometric scales related to youth violence and associated attitudes—covering violent behaviors, pro-violence norms, Machiavellianism, authoritarianism, and law-and-order positions—as well as a teacher self-efficacy scale for handling bullying, especially those developed in Bielefeld University’s Youth and Violence projects.	A document is relevant to the query “violence” when it directly discusses violent behavior, attitudes that endorse or normalize physical violence, or tools that measure violence (e.g., scales for violence against persons or objects, or teacher self-efficacy for handling bullying/mobbing). Content describing research projects centered on youth and violence, the development and validation of violence-related questionnaires, or classifications of violent settings is also clearly relevant. Material that only mentions adjacent constructs (e.g., Machiavellianism, authoritarianism, or law-and-order orientations) is relevant only if it explicitly links those traits to the occurrence, endorsement, or management of violence; otherwise, such sections may be marginal. Edge cases include discussions of “mobbing” or school bullying, which typically count as forms of interpersonal violence and are therefore pertinent, and psychometric details (item ranges, reliability) that are relevant insofar as they pertain to violence-measurement tools. Non-relevant content would be metaphorical uses of “violence” (e.g., “violent storms”) or brief, unrelated mentions without substantive treatment of violent behavior or its assessment.
2662	politische orientierung	The user is seeking documentation and validated survey instruments for measuring political orientation (e.g., left–right self-placement) and related socio-political attitudes in German/European studies, along with pretest methods. This includes scales on efficacy, cynicism, redistribution, immigration/asylum, climate change, antisemitism, gender equality, and conservatism from projects like PAWCER, FGZ/ZHP, CSES Module 5, AUTNES, and FReDA.	A document is relevant if it directly defines or measures political orientation (e.g., a Left–Right scale, redistribution/inequality items, or instruments like SECS GER for social/economic conservatism) or reports survey modules/panels that record respondents’ political orientations and related attitudes (e.g., CSES Module 5, the FGZ Zusammenhaltspanel, PAWCER pretests on Left–Right and redistribution). Materials on adjacent political dispositions such as political efficacy (PEKS) or political cynicism (KPZ), or issue attitudes commonly used to infer ideology (e.g., asylum policy items, immigration, climate change) are also relevant when they are tied to locating respondents on a political spectrum. By contrast, instruments about non-political “orientations” (e.g., collective orientation in teams, causal orientation from self-determination theory, religious or family-climate scales), managerial practice surveys, or general online-survey documentation are non-relevant. Edge cases include value-orientation batteries (e.g., “ökologisch-alternative” or “konservativer Konformismus”) that may count if explicitly linked to ideological placement, and studies of political participation (e.g., DDR participation) that are only relevant if they assess orientation rather than behavior alone. Mentions of “sexuelle Orientierung” are false positives for this query.
2741	sport	The user is seeking information on a psychological measurement tool related to sport, specifically a scale that assesses adolescents’ body experience and perceived sporting competence, including its subscales and related constructs.	This paragraph is only tangentially relevant to the query “sport” because its primary focus is a 73‑item psychometric scale about adolescents’ body experience, not sports activities, events, or rules. It does, however, include a subscale on “perceived sporting competence” and related constructs like physical self-presentation, which can matter in sports psychology or sport science contexts. If the user’s intent is to find measures of sport competence or research on how adolescents perceive their athletic abilities, this document is relevant; for general sports news, training programs, or information about specific sports, it is not. An edge case is keyword matching where “sporting” triggers inclusion despite the document offering no practical guidance on sport participation, teams, or performance metrics.
28540	worklife balance	The user is seeking information on how to achieve a healthy balance between work and personal life, including definitions, benefits, and practical strategies (e.g., time management, boundaries, flexible work policies) to reduce stress and improve well-being.	A document is relevant to the query “worklife balance” if it discusses the interplay between work and personal life, such as policies (flexible hours, parental leave), strategies (boundary-setting, remote-work practices), outcomes (stress, burnout, satisfaction), or empirical findings linking work arrangements to well-being and family responsibilities. The provided paragraph is non-relevant because it focuses on survey methodology (mixed-mode surveys), ethical issues in digital behavioral data, and an authoritarian attitudes scale; its use of “balance” (e.g., “sample balance”) is methodological, not about balancing work and life. Examples of relevant content include studies on flexible scheduling reducing burnout, guides for managers on preventing after-hours email overload, or statistics on overtime’s impact on family time. Edge cases: a methods paper could be relevant only if it applies those methods to measure work–life balance specifically; documents that mention “work” and “life” separately or discuss unrelated constructs (e.g., right-wing authoritarianism) without connecting them to work–life outcomes are not.
2911	happiness	The user is looking for validated ways to measure happiness and subjective well-being, including multi-item survey scales and the Human Flourishing Scale (Flourish Index and Secure Flourish Index) and the domains they assess.	A document is relevant if it explicitly examines happiness as a construct—its definition, determinants, or measurement—such as describing survey items, scales, or indices that assess happiness and life satisfaction. Methodological discussions about measuring happiness (e.g., translation and validation of scales, subdomains that include happiness and life satisfaction) are also relevant, as in descriptions of the ISSP three-item happiness scale or the Flourish Index and Secure Flourish Index. Broader well-being or flourishing papers are relevant when they clearly include happiness as a dimension or report results for happiness-related subscales. Non-relevant items include texts that only use “happiness” as a passing phrase, brand name, or metaphor without analyzing the concept, or pieces focused solely on other domains (e.g., financial stability) without connecting them to happiness. Edge cases include documents on family or job satisfaction that serve as proxies for happiness (potentially relevant if the linkage is explicit) and measurement papers on “well-being” that omit a happiness component (likely not relevant).
29207	zufriedenheit ausbildung	The user is looking for validated questionnaires to assess satisfaction with training/education—especially in firefighter and rescue service programs—including dimensions such as instructor behavior, structure, group dynamics, and learning outcomes, along with their psychometric evidence.	A document is relevant if it addresses satisfaction within a training or educational context, such as instruments that evaluate trainees’ satisfaction with coursework, instructors, exercises, or the overall quality of an Ausbildung/Lehrgang. For example, the FIRE instruments for the training of rescue forces (including modules on plan exercises, deployment exercises, group work, instructor competence, and self-directed tasks) are highly relevant because they explicitly assess perceived training quality, learning processes, competence acquisition, and transfer, and report psychometric validity and reliability. By contrast, scales on life satisfaction (SWLS), residential satisfaction, satisfaction with a doctor visit, parental child-rearing dimensions, or national identification mention “Zufriedenheit” but are not about training, so they are non-relevant. Borderline cases include general job satisfaction or stress/burden and climate measures, which would only be relevant if applied specifically to trainees or apprenticeship settings. Also beware of false positives where “Ausbildung” refers to the formation of attitudes (e.g., nationalist value formation) rather than vocational or professional training.
29262	zufriedenheit arbeit	The user seeks information on job satisfaction—what it is, what influences it, and how to measure it—ideally using validated German survey instruments and scales. They may also be interested in related constructs like workplace stress, pay satisfaction, and organizational climate.	A document is relevant if it directly addresses Arbeitszufriedenheit (job/work satisfaction) or closely related constructs in the workplace, such as satisfaction with pay, company evaluation, work climate, decision latitude, task variety, and psychological job demands. Examples include descriptions or validations of job satisfaction instruments, discussions of dimensions like self-fulfillment vs. resignation, or surveys like ALLBUS scales on importance of work attributes that explain determinants of job satisfaction. Content that focuses on other domains of satisfaction—e.g., Lebenszufriedenheit (SWLS), Wohnzufriedenheit (neighborhood/traffic safety/air quality), or satisfaction with a doctor visit—is non-relevant unless it explicitly links back to satisfaction with one’s work. Edge cases: measures of perceived job characteristics (e.g., decision-making scope, job demands) or Arbeitsorientierung can be relevant if tied to explaining or predicting work satisfaction, while general personality traits (procrastination, sensation seeking, health anxiety, social desirability) are not relevant unless analyzed as predictors of Arbeitszufriedenheit. Documents merely listing unrelated psychosocial scales without a clear work-satisfaction component should be considered non-relevant.
29421	zufriedenheit	The user seeks an overview of German-language instruments for measuring satisfaction across domains (life, work, neighborhood, doctor visits), including the SWLS. They want what each scale assesses along with key dimensions, development/pretesting, and psychometric properties.	A document is relevant if it explicitly addresses “Zufriedenheit” (satisfaction) as a construct or outcome, especially in domains like life satisfaction, job satisfaction, residential/neighborhood satisfaction, or patient satisfaction. Strong signals include use of established instruments and items (e.g., the SWLS five‑item life satisfaction scale; a 37‑item work satisfaction measure covering self‑actualization, resignation, pay satisfaction, and company appraisal) and psychometric details such as Rasch scalability or high reliability coefficients. Content that ties contextual criteria (child-friendliness, air quality, traffic safety) to positive/negative satisfaction judgments, or describes cognitive pretests of satisfaction questionnaires, also matches the query. Non-relevant documents merely mentioning related factors (traffic, workplace stress) without framing them in terms of satisfaction, or using “zufrieden/Unzufriedenheit” as a brand name or throwaway term, should be excluded. Edge cases include proxies like Lebensqualität (quality of life) being relevant when explicitly linked to satisfaction, and negated forms (Unzufriedenheit) which still fit if the focus is on (un)satisfaction.
2945	life satisfaction	Find validated ways to define and measure life satisfaction (subjective well-being), including global and domain-specific scales like the SWLS and single-item L-1. The user likely wants brief details on items, translations, psychometric properties, and suitability for surveys and various research contexts.	A document is relevant if it defines, measures, or analyzes global life satisfaction as a construct, including its cognitive and affective components (e.g., Diener’s framework) and presents instruments or items that directly assess overall satisfaction with life. Examples of clearly relevant content include the Satisfaction With Life Scale (SWLS), the single-item General Life Satisfaction L-1, and translations/adaptations with psychometric evidence (reliability, validity, measurement invariance). Documents focused on domain-specific satisfaction (job, study, political system, neighborhood) are generally non-relevant unless they explicitly aggregate into a global life satisfaction score or examine direct links to overall life satisfaction. Edge cases include broader well-being or flourishing batteries where life satisfaction is a core subdomain (likely relevant), and instruments where life satisfaction appears only as a validation correlate (e.g., optimism SOP2 or cross-cultural loss scales), which are marginally relevant only if they report substantive associations with life satisfaction. Mentions of quality of life or life events are relevant when they directly measure or interpret life satisfaction outcomes, whereas unrelated constructs like customer satisfaction or teacher stress without a life satisfaction link are non-relevant.
30368	work	The user is seeking social science resources on “work,” particularly validated measurement scales (e.g., alienation, work–family conflict, vocational values, group work, employee thriving) and related datasets/tools to support research and data collection.	A document is relevant to the query “work” when it focuses on employment, the workplace, or job-related constructs, such as attitudes toward work, work–family conflict, or measures of thriving at work. In this paragraph, items like “alienation from work,” “work–family conflict,” “work as a means of securing one’s livelihood,” the GRowing Work Inventory, and the evaluation of group work directly address work-related phenomena and are clearly relevant. By contrast, occurrences where “work” is used in the sense of “the works of [author],” “works for SPSS and Stata,” or “working with YouTube APIs” refer to publications, software compatibility, or technical usage and are not relevant to employment or the workplace; the YouTube Data API guide is largely irrelevant aside from incidental wording. Edge cases include constructs like “evaluation of the company” and “group work,” which remain work-relevant, whereas scales on ecological responsibility, procrastination, or sensation seeking are only tangential unless explicitly tied to workplace behavior. Overall, relevance is high for sections centered on work attitudes and experiences, and low for tool guides and general psychological scales not anchored in a work context.
31054	schule	The user is seeking an overview of validated measurement instruments and survey standards used in German school and education research—covering teacher-related constructs (job satisfaction, perceived suitability, stress), classroom climate, bullying self-efficacy, digital learning readiness, and growth mindset, as well as sociodemographic items including for migrants. They also want references to major studies and pretests (e.g., PIAAC, COVID-19-related child future anxiety scales) and evidence of psychometric quality.	The German keyword “schule” targets content about schools, pupils, teachers, classrooms, and educational credentials, so documents describing classroom climate, teacher-student interactions, bullying among pupils, or measures of school attainment (e.g., Schulabschluss) are relevant. This paragraph is highly relevant because it discusses teachers’ self-efficacy regarding bullying, classroom climate dimensions, primary school interventions, and survey items capturing school and training degrees, as well as digital readiness for teaching and learning in schools. A document would be non-relevant if “Schule” appears only as a substring in unrelated contexts (e.g., Frankfurter Schule as a philosophical school, Fahrschule/driving school, a surname) or solely within “Hochschule” when the intent is K‑12 schooling. Edge cases include higher-education contexts like Hochschule or teacher training that still refer to school classrooms—these may be partially relevant—and survey methodology pieces that mainly treat demographics but contain substantive sections on school qualifications. Matching should consider capitalization and variants such as Schule, Schulen, schul-, Schüler, Schulabschluss, and Grundschule.
3107	drugs	The user is seeking information on how drug offenses are defined and measured within the adolescent self-reported delinquency scale, specifically how they are represented among the 16 items assessing dissocial behavior.	For the query "drugs," a document is relevant if it discusses drugs in any substantive way—illicit substances, medications, drug use/abuse, policy, trafficking, testing, or drug-related crimes. This paragraph is relevant because it explicitly mentions “drug offences” as part of an adolescent delinquency scale, though drugs are a secondary facet among broader crime categories, making the relevance partial. Documents that focus on drug use, specific substances, health effects, treatment, prevention, or legal frameworks around drugs would be more strongly relevant, whereas content limited to theft, property damage, or violent crimes without any drug reference would be non-relevant. An edge case is lexical variation: the query “drugs” might not exactly match “drug offences” without stemming, yet the topic is still aligned; by contrast, incidental mentions (e.g., in a bibliography) or purely metaphorical uses would not be relevant. Another nuance is intent—both medical and criminal-justice contexts can satisfy “drugs,” but if the user seeks pharmacological information specifically, a delinquency scale mentioning drug offences would be only tangentially useful.
3125	arbeitslosigkeit	The user seeks information about unemployment, particularly in the context of consumer ethnocentrism and the belief that buying foreign products harms the domestic economy and leads to job losses.	A document is relevant to the query “arbeitslosigkeit” if it directly addresses unemployment—its definition, causes, consequences, rates (e.g., Arbeitslosenquote), policies, or related supports like benefits and insurance—and if it uses the term or close variants such as Erwerbslosigkeit, Langzeitarbeitslosigkeit, Jugendarbeitslosigkeit, or Jobverlust. Content that links other topics to unemployment, for example arguing that certain consumer behaviors can “cause unemployment,” can also be relevant, though it may be only marginally so if unemployment is mentioned in passing while the main focus (e.g., a psychometric scale for consumer ethnocentrism) lies elsewhere. Strong signals include statistics, labor market analysis, discussions of the Bundesagentur für Arbeit data, or policy debates about reducing unemployment. Non-relevant items are those that discuss ethnocentrism or consumption without any tie to unemployment, use “arbeitslosigkeit” metaphorically, or focus solely on unrelated labor concepts; pieces about Arbeitslosengeld or Arbeitslosenversicherung are relevant only if they connect back to the state or dynamics of unemployment. Edge cases include documents where unemployment appears in a single section of a broader topic, German compound forms that embed the term, case variations, or multilingual texts where the German term is briefly cited but the substantive discussion occurs under another language’s term for unemployment.
3147	antisemitismus	The user is seeking information on how antisemitism is measured in German social surveys, specifically the development and cognitive pretesting of antisemitism-related questionnaire items in the FGZ Cohesion Panel (wave 2) and ALLBUS 2006.	A document is relevant to the query “antisemitismus” if it substantively addresses antisemitism—e.g., defines the concept, reports attitudes or incidents, presents survey items or scales about antisemitism, or describes methods for testing such questions. The provided paragraph is relevant because it details pretests and cognitive evaluation of survey questions on antisemitism in the FGZ cohesion panel and the ALLBUS 2006 study, including methodologies like web probing and cognitive interviews. A document would be non-relevant if it only mentions antisemitism in passing within a topic list (e.g., alongside climate change or gender equality) but provides no further information, results, or instrumentation related to antisemitism. Edge cases that should still count as relevant include methodology-only papers validating antisemitism items, datasets whose variables cover antisemitism, or German/English variants of the term (“Antisemitismus”/“antisemitism”). Borderline cases include general prejudice studies that list a single antisemitism indicator without detail, or historical discussions of anti-Judaism that never engage the modern antisemitism construct.
3148	health	The user seeks resources on studying health and mental well-being using digital behavioral data and online survey methods. They need guidance on web tracking and social media recruitment, validated health and well-being scales (e.g., SF-12, self-efficacy, flourishing, workaholism), and ethical and cross-language considerations for vulnerable populations.	A document is relevant to the query “health” when it directly discusses physical or mental health outcomes, measurement instruments, analytics, health-related populations, or healthcare practice and ethics. In this passage, content on digital behavioral data for health analytics, the SF-12 physical/mental health survey, occupational health psychology (e.g., workaholism impacts), and the Human Flourishing Scale’s health domains are clearly relevant, as are interviews on digital epidemiology and studying vulnerable communities online. Method guides (web tracking, recruiting via Facebook/Instagram) are relevant when they are applied to health topics such as health information seeking or sampling health workers; if they describe methods without a health use case, they are only tangentially relevant. Edge cases include general variables like age or self-efficacy, which are relevant when explicitly linked to health analyses but not when presented in isolation or in non-health contexts; likewise, uses of “health” as a metaphor (e.g., “system health”) would be non-relevant. Overall, this paragraph is strongly relevant because it repeatedly centers on health measurement, mental health, and ethical issues in health data.
31794	safety	The user is seeking information on safety as a measurable construct, especially psychological safety in teams and perceived safety in residential areas. They want validated survey instruments (e.g., PsySafety Check, HPTS), their versions, and evidence of reliability, validity, and links to outcomes like team performance and quality of life.	Highly relevant documents will focus on psychological safety in teams—e.g., studies validating instruments like the PsySafety Check (PS C) or the High Performance Team Survey (HPTS), reporting psychometric evidence (convergent/divergent validity, criterion validity) and links to outcomes such as team learning, belonging, and performance, including references like Google’s Project Aristotle. Papers that treat “safety” as part of quality-of-life assessments (for example, neighborhood traffic safety or child-friendliness) can be partially relevant if safety is analyzed as a core dimension, but are secondary to team-based psychological safety. Non-relevant items include content on unrelated domains such as product or food safety, cybersecurity, occupational accident protocols, or sports uses of “safety,” which do not address interpersonal risk-taking or team climate. Edge cases include documents that list safety as one among many factors without analysis or measurement detail (marginal relevance) or essays on “safe spaces” without empirical constructs or validated scales (less relevant unless tied to measurement and outcomes).
32087	sexualität	Seeks a way to assess how informed individuals are about sexuality, relationships, pregnancy, and contraceptive methods, likely via a structured questionnaire.	A document is relevant if it substantively discusses sexuality—such as sexual education, sexual health, contraception, relationships, or pregnancy—and uses terms like Sexualität, Verhütung, Partnerschaft, or Schwangerschaft with explanatory content. Materials that present tools or assessments (e.g., a questionnaire measuring knowledge about sexuality and contraceptive methods) are strongly relevant because they directly address understanding of sexuality. Documents are less relevant if they only mention the word “Sexualität” in passing, in navigation menus, tag lists, or bibliographies without meaningful discussion. Edge cases include texts about animal reproduction or legal discussions of sexual offenses, which match the keyword but may miss a user’s likely intent for human sexual health or education; they can be considered weakly relevant. Language alignment also matters: German-language content matching the query term “Sexualität” is more likely to be relevant than unrelated content in other languages or about gender (“Geschlecht”) without sexual context.
32407	sexual	The user seeks information on social-science approaches to studying sexuality, including questionnaires that assess sexual behavior and contraception knowledge and the “overemphasis on the sexual” facet in authoritarianism scales. They also want insights into leveraging digital behavioral data to research sensitive sexual topics in vulnerable communities, along with the ethical and methodological challenges involved.	A document is relevant to the query “sexual” when it substantively discusses sexual topics or uses the term in context, such as sexual behavior, sexuality, partnership, pregnancy, or contraceptive methods. The provided paragraph is relevant because it mentions a questionnaire on sexual behavior, measures knowledge about sexuality and contraception, references “overemphasis on the sexual” within an authoritarianism scale, and discusses research on sensitive topics including sexualities. It would be non-relevant if “sexual” appeared only incidentally (e.g., in a citation, author bio, or as part of a term like “asexual reproduction” unrelated to human sexuality) or if the main emphasis were entirely unrelated. Edge cases include morphological variants (sexual, sexuality, sexualities) and contexts focusing on methodology or ethics of studying online communications about sexual topics; these remain relevant if they engage the concept meaningfully. Conversely, documents about vulnerable communities that never address sexual issues, or that use “sexual” metaphorically without substantive content, should be treated as non-relevant.
3247	political orientation	The user wants an overview of how political orientation and related socio‑political attitudes are conceptualized and measured. Specifically, they seek validated survey instruments (e.g., left–right self-placement, political efficacy, participation, cynicism) with their factors/subscales and evidence on reliability, validity, and cross-national comparability.	A document is relevant if it defines, classifies, or measures political orientation (e.g., ideological self-placement such as left–right, conservative–liberal, or constructs like “politically tolerant orientation” and “conservative conformism”). This passage is relevant because it includes the Left–Right Self-Placement scale and multiple validated instruments tied to political attitudes and behavior (e.g., political cynicism, political efficacy PEKS/PESS, perceived political self-efficacy P-PSE, and various forms of political participation) that are commonly used to operationalize or correlate with political orientation in surveys. Content on political efficacy and participation is adjacent rather than definitional, but it often serves as an empirical proxy or correlate for orientation and so contributes useful context. By contrast, sections on managerial “task/relation/change/external orientation,” collective orientation in teams, acculturation orientation, and gender role orientations are non-relevant unless explicitly linked to ideological positioning. Edge cases include national pride (political vs cultural pride) and religiosity, which can indicate political orientation indirectly; they are relevant if used to locate individuals on an ideological spectrum, but otherwise may be tangential.
32738	sicherheit	The user is seeking information on “Sicherheit” in the sense of psychological safety in teams—its definition, importance for learning and performance, and validated measurement tools (e.g., PsySafety Check, HPTS). They may also want how notions of security/safety feature in related constructs like authoritarian attitudes and ambivalent sexism.	This document is relevant to the query “sicherheit” insofar as it focuses on psychological safety in teams, repeatedly using the term in contexts like “psychologische Sicherheit,” feelings of safety in relationships, and seeking safety in authority, and it describes validated instruments (PsySafety Check, HPTS) that measure this construct. It will be highly relevant for users interested in team climate, organizational behavior, or psychometrics (e.g., how psychological safety predicts learning and performance), and partially relevant for sociological takes on security-seeking tendencies. It is not relevant if the intent is cybersecurity/IT-Sicherheit, physical or occupational safety regulations, public/national security, or technical risk mitigation, since none of those are covered. Edge cases: keyword matching will still hit on “Sicherheit” within phrases like “psychologische Sicherheit” or in scales about sexism and authoritarianism, which may produce false positives for users expecting technical security; conversely, related terms like “Geborgenheit” and “Schutz” appear alongside “Sicherheit” and may aid recall if semantic expansion is used.
32820	selbstdarstellung	The user is seeking information on self-presentation in psychology, particularly a German self-monitoring measure that assesses sensitivity to others’ expressive behavior and the ability to modify one’s self-presentation (the German version of the Lennox & Wolfe, 1984 scale).	A document is relevant if it discusses “Selbstdarstellung” specifically in the psychological sense of self-presentation as operationalized by the German adaptation of the Lennox & Wolfe (1984) Self-Monitoring Scale, especially mentioning its subscales like sensitivity to others’ expressive behavior and the ability to modify one’s self-presentation. Content that describes, validates, translates, or applies this German questionnaire (e.g., psychometric properties, sample items) or ties self-presentation to self-monitoring in interpersonal communication also counts as relevant. Partially relevant items include broader work on self-presentation/self-monitoring (e.g., Snyder’s Self-Monitoring Scale, impression management, Goffman’s presentation of self) or texts using close terms like “Selbstpräsentation” or the English “self-presentation,” even if not the exact German Lennox & Wolfe scale. Non-relevant are uses of “Selbstdarstellung” in non-psychological contexts—artistic self-portraits, political PR/branding, corporate image crafting, or website bios—where no psychological measurement or modification-of-self-presentation construct is involved. Edge cases include papers that merely cite the scale without describing it, or “self monitoring” in health/tech systems; these are low relevance unless they explicitly assess the two stated subscales.
3294	haushaltseinkommen	The user seeks guidance on how household income is measured in social surveys, including standardized (and shorter) sociodemographic items. They also want methods and tools to derive poverty indicators from categorized household income data, such as in the German Mikrozensus.	A document is relevant if it explicitly addresses household income (Haushaltseinkommen) or closely related constructs, such as survey items capturing household income, methods for classed income in the Mikrozensus, or tools for deriving poverty measures from household income (e.g., syntax to compute household-specific poverty probabilities). For example, reports describing pretests of standard questions that include household income or methodological papers discussing biases from using class midpoints in income classes are clearly relevant. Content focused only on other topics in the same studies (e.g., religion or COVID-19) without substantive discussion of income, or discussing individual earnings without linking to household-level measures, would be non-relevant. Edge cases include documents mentioning household composition or education that are relevant only if tied to the construction or equivalization of household income, and texts using synonyms like “equivalized household income” or “income classes of the household,” which should still count as relevant.
3297	schulische bildung	The user seeks an overview of how school education (educational attainment) is conceptualized, measured, and coded in national and international surveys—distinguishing it from competencies and ensuring cross-country comparability (e.g., ISCED, CASMIN). They also want examples from German research on youth self-efficacy and educational aspirations (e.g., RISS, GIP), plus approaches for measuring education among migrants.	A document is relevant if it addresses school-based education (schulische Bildung) such as students’ experiences, decisions, or outcomes within primary/secondary schooling—for example, studies of adolescents’ self-efficacy in the school context, parental vs. realistic educational aspirations, or the use of ISCED/CASMIN to classify school attainment across countries. Methodological pieces on how “education” is conceptualized, measured, and coded in surveys are relevant when they explicitly pertain to schooling levels or to comparing school qualifications (including approaches for migrants whose credentials must be mapped to German school categories). Content focused mainly on non-school settings—adult/continuing education, generic political attitudes or reform preferences without a schooling angle, higher education only, or psychological scales applied outside school (e.g., a curiosity inventory with no school framing)—is less relevant. Edge cases include papers using “Bildung” broadly: they are relevant if they link attitudes or indicators to school-level qualifications or decisions, but not if they focus on competencies, grades, or vocational training detached from the schulische setting. For example, an analysis of ISCED 1997 implementation for census schooling data is relevant, whereas a reforms monitor about taxes or pensions is not unless it specifically examines school reforms.
32984	security	The user is looking for how “security” is defined and measured in social/psychological surveys, including as a value, a sense of safety/stability, and financial/material security. They want examples of relevant scales or items (e.g., Human Values Scale, Authoritarian Attitudes, Secure Flourish Index) that capture this construct.	For the query “security,” a document is relevant if it substantively addresses security as a condition or value—e.g., personal safety, psychological protection, institutional protection, or financial/material stability—rather than only naming the word. This paragraph is relevant because it discusses security across multiple social-science scales: security as a feeling within ambivalent sexism, retreat to protective authorities in authoritarian attitudes, “security” as a core value in the Human Values Scale, and financial/material security in the Secure Flourish Index. It would be less relevant if “security” appeared only incidentally (e.g., a passing adjective) or referred to unrelated homonyms like financial “securities.” Edge cases include user intent: if the user seeks cybersecurity or national security, this document is only tangentially relevant; if they seek psychological, social, or well-being dimensions of security, it is highly relevant.
3307	political participation	The user is looking for how political participation is defined and categorized (e.g., formal vs. informal) and how it is measured, including validated scales and predictors like internal/external political efficacy and partisan identity. They also want information on research methods (surveys, web tracking) and evidence on the validity and cross-cultural applicability of these measures.	A document is relevant if it defines, categorizes, measures, or explains political participation—for example, discussions of formal vs. informal or demonstrative vs. passive participation, and validated instruments that assess participation or its drivers. Studies that validate constructs closely tied to participation and show predictive links (e.g., Perceived Political Self-Efficacy/P-PSE, the Political Efficacy Short Scale, or partisan identity scales used to predict turnout and engagement) are clearly on-topic, as are method pieces that apply web tracking to analyze online political participation. Content on adjacent attitudes (political cynicism, satisfaction with the political system, left–right placement, conservatism, or political pride) is only relevant if it explicitly connects those attitudes to participation behavior or propensity. Materials about survey logistics (e.g., postal survey recruitment), epistemology debates, rescue training exam feedback, or asylum-attitude measurements are non-relevant unless they directly assess or influence political participation. Edge cases include uses of “participation” that mean survey or training participation (not political), and social media discussions that matter only when they address how platforms shape political engagement.
33259	selbstwirksamkeit	The user is seeking an overview of self-efficacy (distinguishing general vs domain-specific) and validated German measures of it, such as the SESW for study entry and team process/collective self-efficacy instruments. They likely want psychometric evidence (reliability/validity) and applications in educational and political contexts.	A document is relevant to the query “selbstwirksamkeit” if it explicitly defines or discusses self-efficacy (e.g., citing Bandura 1977 or distinguishing general vs. domain-specific self-efficacy) or presents/validates measures of it, such as scales for student entry self-efficacy (SESW) or efficacy beliefs in education and politics, with psychometric details like Cronbach’s alpha or omega. Content that applies self-efficacy in concrete contexts—school transitions, political participation, or teams (including collective self-efficacy)—is also relevant, especially when it links the construct to outcomes or provides validated questionnaires. Documents are only weakly relevant if self-efficacy is mentioned tangentially (e.g., a team-process instrument that merely lists collective self-efficacy as a correlate without defining or measuring it). Non-relevant items include uses of “Wirksamkeit” meaning intervention/drug effectiveness rather than beliefs about one’s capability, or pieces that report procedural details (e.g., interview methods) without substantive self-efficacy content. Edge cases include synonyms and abbreviations (self-efficacy, efficacy beliefs, Wirksamkeitsüberzeugungen, SESW) and articles where self-efficacy appears only in references or footnotes rather than the main analysis.
