query_id	query	item_type	result_set
6616	politische partizipation	instruments_tools	pretest-61, pretest-62, pretest-68, zis153, zis236, zis245, zis33, zis34, zis36, zis37, zis6, zis76
6616	politische partizipation	variables	exploredata-ZA1949_Varv104, exploredata-ZA1949_Varv105, exploredata-ZA1949_Varv106, exploredata-ZA1949_Varv107, exploredata-ZA1949_Varv108, exploredata-ZA1949_Varv109, exploredata-ZA1949_Varv110, exploredata-ZA3000_VarV101, exploredata-ZA3000_VarV111, exploredata-ZA3000_VarV118, exploredata-ZA3000_VarV95, exploredata-ZA3065_VarV240A, exploredata-ZA3065_VarV240B, exploredata-ZA3065_VarV240C, exploredata-ZA3065_VarV240D, exploredata-ZA3065_VarV240E, exploredata-ZA3066_Varv240a, exploredata-ZA3066_Varv240b, exploredata-ZA3066_Varv240c, exploredata-ZA3066_Varv240e, exploredata-ZA3066_Varv240f, exploredata-ZA3861_Varv240a, exploredata-ZA3861_Varv240b, exploredata-ZA3861_Varv240c, exploredata-ZA3861_Varv240e, exploredata-ZA3861_Varv240f, exploredata-ZA4301_VarA240D, exploredata-ZA4301_VarB240A, exploredata-ZA4301_VarB240B, exploredata-ZA4301_VarB240C, exploredata-ZA4301_VarB240E, exploredata-ZA4301_VarC240A, exploredata-ZA4301_VarC240B, exploredata-ZA4301_VarC240C, exploredata-ZA4301_VarC240E, exploredata-ZA4600_VarV45, exploredata-ZA4600_VarV57, exploredata-ZA6738_VarF33_1, exploredata-ZA6738_VarF33_11, exploredata-ZA6738_VarF33_7, exploredata-ZA6738_VarF33_9, exploredata-ZA6821_Varv50g, exploredata-ZA6832_Vare5000g, exploredata-ZA6835_Varv23a, exploredata-ZA6835_Varv23b, exploredata-ZA6835_Varv23c, exploredata-ZA6839_Vart1025a, exploredata-ZA6839_Vart1025b, exploredata-ZA6839_Vart1025i, exploredata-ZA6840_Vart1025c, exploredata-ZA6840_Vart1025e, exploredata-ZA6840_Vart1025i, exploredata-ZA6840_Varzt1025, exploredata-ZA6841_Vart1025e, exploredata-ZA6841_Vart1025i, exploredata-ZA6842_Vart1025a, exploredata-ZA6842_Vart1025b, exploredata-ZA6842_Vart1025h, exploredata-ZA7700_Varq73f, exploredata-ZA7701_Varq73f, exploredata-ZA7702_Varq73f, exploredata-ZA7705_Vart1025a, exploredata-ZA7705_Vart1025b, exploredata-ZA7705_Vart1025c, exploredata-ZA7705_Vart1025d, exploredata-ZA7705_Vart1025e, exploredata-ZA7705_Vart1025f, exploredata-ZA7705_Vart1025h, exploredata-ZA7705_Vart1025i, exploredata-ZA7705_Vart1025j, exploredata-ZA7705_Vart1025k, exploredata-ZA7705_Varzt1025, exploredata-ZA7706_Vart1025a, exploredata-ZA7706_Vart1025b, exploredata-ZA7706_Vart1025c, exploredata-ZA7706_Vart1025d, exploredata-ZA7706_Vart1025e, exploredata-ZA7706_Vart1025f, exploredata-ZA7706_Vart1025h, exploredata-ZA7706_Vart1025i, exploredata-ZA7706_Vart1025j, exploredata-ZA7706_Vart1025k, exploredata-ZA7706_Varzt1025
8382	politische werte	publication	gesis-ssoar-11385, gesis-ssoar-19879, gesis-ssoar-23649, gesis-ssoar-23709, gesis-ssoar-27630, gesis-ssoar-43722, gesis-ssoar-54415, gesis-ssoar-83289, gesis-ssoar-83884, gesis-ssoar-84902
8382	politische werte	research_data	ZA2684, ZA3190, ZA4392, ZA4586, ZA4587, ZA4588, ZA4614, ZA4761, ZA4763, ZA4804, ZA5001, ZA5169, ZA5172, ZA5640, ZA5977, ZA5991, ZA6296, ZA6738, ZA6969, ZA6975
8382	politische werte	instruments_tools	pretest-62, pretest-99
8382	politische werte	variables	exploredata-ZA4614_VarV499, exploredata-ZA5300_Varq41g, exploredata-ZA5301_Varq76g, exploredata-ZA5302_Varvn140g, exploredata-ZA5322_Varf281l, exploredata-ZA6719_Varf13_08, exploredata-ZA6741_VarF29_8, exploredata-ZA6741_VarF30_8, exploredata-ZA6975_VarV10_10, exploredata-ZA7816_VarF16_9
8246	politisches engagement	publication	gesis-ssoar-76997, gesis-ssoar-77626, gesis-ssoar-77740, gesis-ssoar-79424, gesis-ssoar-79911, gesis-ssoar-80421, gesis-ssoar-80687, gesis-ssoar-81210, gesis-ssoar-81707, gesis-ssoar-81829, gesis-ssoar-86497, gesis-ssoar-86922, gesis-ssoar-87201
8246	politisches engagement	research_data	ZA3989, ZA4290, ZA5167, ZA5536, ZA5664, ZA5665, ZA5676, ZA5734, ZA5889, ZA5967, ZA5975, ZA5976, ZA5978, ZA5982, ZA6605, ZA6609, ZA6614, ZA6719, ZA6721, ZA6723, ZA6738, ZA6747, ZA6791, ZA6815, ZA6816, ZA6926, ZA6974, ZA6975, ZA7483, ZA7486, ZA7560, ZA7564, ZA7679, ZA7736
8246	politisches engagement	instruments_tools	pretest-68, zis6
8246	politisches engagement	variables	exploredata-ZA1053_VarV94, exploredata-ZA1053_VarV95, exploredata-ZA1536_VarV319, exploredata-ZA3700_VarV17, exploredata-ZA4614_VarV27, exploredata-ZA5274_Varvi10, exploredata-ZA7814_VarV18
1112	politisches interesse	publication	bibsonomy-klages2020wiefern, bibsonomy-scherer2020wertorientierungen, bibsonomy-tausendpfund2020niveau, gesis-bib-84764, gesis-bib-87406, gesis-ssoar-13017, gesis-ssoar-13117, gesis-ssoar-13497, gesis-ssoar-17285, gesis-ssoar-19897, gesis-ssoar-36139, gesis-ssoar-41153, gesis-ssoar-42914, gesis-ssoar-49745, gesis-ssoar-55396, gesis-ssoar-58317, gesis-ssoar-58318, gesis-ssoar-61313, gesis-ssoar-61620, gesis-ssoar-62566, gesis-ssoar-62739, gesis-ssoar-62939, gesis-ssoar-63122, gesis-ssoar-64898, gesis-ssoar-65596, gesis-ssoar-65865, gesis-ssoar-65872, gesis-ssoar-66311, gesis-ssoar-66893, gesis-ssoar-67035, gesis-ssoar-67529, gesis-ssoar-68018, gesis-ssoar-69551, gesis-ssoar-69552, gesis-ssoar-71725, gesis-ssoar-71745, gesis-ssoar-73033, gesis-ssoar-73126, gesis-ssoar-73132, gesis-ssoar-73155, gesis-ssoar-73637, gesis-ssoar-73664, gesis-ssoar-74851, gesis-ssoar-74924, gesis-ssoar-75782, gesis-ssoar-76838, gesis-ssoar-77746, gesis-ssoar-78895, gesis-ssoar-81210, gesis-ssoar-84791, literaturpool-2adba616c1da7e6367d461a141b91e06, literaturpool-3fe9fe325a19b162d45019e7aa5bebe1, literaturpool-98b822243c4d0ddca32b968b6e0f91b0, literaturpool-ae68cc006550723b13e256189fa02698, literaturpool-b4af8a325afcf5ab5e7b844ebdb1010e, literaturpool-b5ecf33f9c57271d153da2543010e417
1112	politisches interesse	research_data	SDN-10.7802-2106, ZA3000, ZA3875, ZA4335, ZA4752, ZA4753, ZA4755, ZA4759, ZA4761, ZA4762, ZA4763, ZA4791, ZA4968, ZA4969, ZA5098, ZA5204, ZA5227, ZA5245, ZA5270, ZA5271, ZA5272, ZA5280, ZA5281, ZA5321, ZA5328, ZA5345, ZA5347, ZA5349, ZA5588, ZA5638, ZA5664, ZA5665, ZA5676, ZA5703, ZA5729, ZA5741, ZA5750, ZA5755, ZA5758, ZA5759, ZA5760, ZA5802, ZA5803, ZA5804, ZA5805, ZA5807, ZA5808, ZA5809, ZA5812, ZA5813, ZA5814, ZA5816, ZA5820, ZA5821, ZA5822, ZA5823, ZA5826, ZA5828, ZA5829, ZA5830, ZA5832, ZA5833, ZA5837, ZA5857, ZA5859, ZA5882, ZA5966, ZA5991, ZA5992, ZA6008, ZA6345, ZA6604, ZA6605, ZA6621, ZA6670, ZA6713, ZA6719, ZA6720, ZA6730, ZA6732, ZA6733, ZA6734, ZA6738, ZA6739, ZA6800, ZA6801, ZA6802, ZA6803, ZA6804, ZA6805, ZA6806, ZA6822, ZA6970, ZA6971, ZA6972, ZA6974, ZA6975, ZA7500, ZA7550, ZA7557, ZA7591, ZA7595, ZA7597, ZA7598, ZA7610, ZA7616, ZA7618, ZA7619, ZA7623, ZA7624, ZA7625, ZA7626, ZA7627, ZA7644, ZA7671, ZA7745, ZA7814, ZA7816, ZA7851, ZA7852, ZA7906, ZA7940, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de295606, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de459837, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de585835, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de585836
1112	politisches interesse	instruments_tools	pretest-26, pretest-68, zis12, zis145, zis190, zis245, zis309_exz, zis34, zis36, zis37, zis6
1112	politisches interesse	variables	exploredata-ZA1990_VarV107, exploredata-ZA2140_VarV69, exploredata-ZA2800_VarV399, exploredata-ZA3450_VarV203, exploredata-ZA3700_VarV100, exploredata-ZA3762_VarV182, exploredata-ZA3762_VarV836, exploredata-ZA4332_Varf005, exploredata-ZA4500_VarV662, exploredata-ZA4600_VarV621, exploredata-ZA4610_VarV72, exploredata-ZA4614_VarV95, exploredata-ZA5240_VarV209, exploredata-ZA5240_VarV774, exploredata-ZA5270_Varpa02a, exploredata-ZA5274_Varpa02a, exploredata-ZA5274_Varpa02b, exploredata-ZA5274_Varsplt82, exploredata-ZA6730_VarQ05, exploredata-ZA6738_VarF19, exploredata-ZA6741_VarF12, exploredata-ZA6746_VarE28, exploredata-ZA6835_Varv132, exploredata-ZA6839_Varzt5, exploredata-ZA6840_Vart5, exploredata-ZA6841_Varzt5, exploredata-ZA7673_VarQ9, exploredata-ZA7697_VarF17, exploredata-ZA7700_Varq1, exploredata-ZA7701_Varq1, exploredata-ZA7702_Varq1, exploredata-ZA7703_Varpre001, exploredata-ZA7705_Vart5, exploredata-ZA7705_Varzt5, exploredata-ZA7706_Vart5, exploredata-ZA7706_Varzt5, exploredata-ZA7707_Vart5, exploredata-ZA7707_Varzt5, exploredata-ZA7708_Vart5, exploredata-ZA7709_Vart5, exploredata-ZA7710_Vart5, exploredata-ZA7722_Varkp16_010, exploredata-ZA7722_Varkp16_011a, exploredata-ZA7722_Varkp16_011c, exploredata-ZA7816_VarF17
5830	politisches wissen	publication	bibsonomy-braun2019politisches, bibsonomy-cleve2019politisches, bibsonomy-cleve2021politisches, bibsonomy-marx2019beschaftigungsunsicherheit, bibsonomy-marx2019beschftigungsunsicherheit, bibsonomy-moosdorf2020kritik, bibsonomy-schnaudt2020politisches, bibsonomy-tausendpfund2020politisches, bibsonomy-westle2005politisches, bibsonomy-westle2020politische, bibsonomy-westle2020schtzt, gesis-ssoar-10828, gesis-ssoar-11385, gesis-ssoar-19546, gesis-ssoar-20504, gesis-ssoar-20610, gesis-ssoar-21134, gesis-ssoar-22055, gesis-ssoar-25048, gesis-ssoar-25815, gesis-ssoar-26379, gesis-ssoar-35513, gesis-ssoar-39334, gesis-ssoar-44002, gesis-ssoar-46353, gesis-ssoar-53461, gesis-ssoar-54808, gesis-ssoar-56391, gesis-ssoar-57696, gesis-ssoar-61692, gesis-ssoar-62242, gesis-ssoar-62791, gesis-ssoar-62939, gesis-ssoar-63306, gesis-ssoar-65596, gesis-ssoar-65865, gesis-ssoar-66311, gesis-ssoar-67964, gesis-ssoar-69576, gesis-ssoar-73703, gesis-ssoar-74120, gesis-ssoar-82863
5830	politisches wissen	research_data	SDN-10.7802-2355, ZA4586, ZA4968, ZA4969, ZA5098, ZA5160, ZA5240, ZA5242, ZA5334, ZA5335, ZA5337, ZA5553, ZA5588, ZA5630, ZA5658, ZA5660, ZA5664, ZA5665, ZA5667, ZA5675, ZA5676, ZA5701, ZA5719, ZA5723, ZA5727, ZA5731, ZA5750, ZA5755, ZA5758, ZA5770, ZA5856, ZA5857, ZA5859, ZA5868, ZA5872, ZA5883, ZA5893, ZA5921, ZA5930, ZA5992, ZA6008, ZA6249, ZA6345, ZA6734, ZA6793, ZA6800, ZA6801, ZA6802, ZA6804, ZA6805, ZA6806, ZA6815, ZA6972, ZA6974, ZA7500, ZA7503, ZA7505, ZA7557, ZA7623, ZA7624, ZA7625, ZA7626, ZA7627, ZA7675, ZA7740, ZA7745, ZA7776, ZA7841, ZA7894, ZA7895, ZA7896, ZA7906, ZA7947
5830	politisches wissen	instruments_tools	pretest-68, zis220, zis34, zis36, zis6
5830	politisches wissen	variables	exploredata-ZA0823_VarV150, exploredata-ZA0823_VarV151, exploredata-ZA0823_VarV152, exploredata-ZA0823_VarV153, exploredata-ZA0823_VarV154, exploredata-ZA0823_VarV354, exploredata-ZA0823_VarV506, exploredata-ZA4332_Varf010, exploredata-ZA5300_Varq16, exploredata-ZA5300_Varq6, exploredata-ZA5301_Varq69, exploredata-ZA5301_Varq70c, exploredata-ZA5302_Varvn125, exploredata-ZA5302_Varvn126, exploredata-ZA5303_Varpre088, exploredata-ZA5305_Varkp3_100, exploredata-ZA5305_Varkp3_140, exploredata-ZA5305_Varkp6_145, exploredata-ZA5305_Varkp7_145, exploredata-ZA5701_Varq59, exploredata-ZA5701_Varq60, exploredata-ZA5702_Varn250, exploredata-ZA5702_Varn251, exploredata-ZA5702_Varvn7, exploredata-ZA5704_Varkp2_090, exploredata-ZA5704_Varkp4_130, exploredata-ZA5704_Varkp5_090, exploredata-ZA5704_Varkp6_090, exploredata-ZA5704_Varkp7_090, exploredata-ZA5704_Varkp7_130, exploredata-ZA5757_Varkp6_140, exploredata-ZA5757_Varkp6_145, exploredata-ZA6800_Varq128, exploredata-ZA6800_Varq129, exploredata-ZA6800_Varq7, exploredata-ZA6801A_Varq53, exploredata-ZA6801A_Varq54, exploredata-ZA6801_Varq53, exploredata-ZA6801_Varq54, exploredata-ZA6802A_Varvn128, exploredata-ZA6802A_Varvn129, exploredata-ZA6802_Varvn128, exploredata-ZA6802_Varvn129, exploredata-ZA6802_Varvn7, exploredata-ZA6821_Varv85, exploredata-ZA6821_Varv86, exploredata-ZA6827_Varkp10_130, exploredata-ZA6827_Varkp15_110, exploredata-ZA6827_Varkp2_110, exploredata-ZA6827_Varkp4_110, exploredata-ZA6827_Varkp4_130, exploredata-ZA6827_Varkp6_130, exploredata-ZA6827_Varkp7_110, exploredata-ZA6827_Varkp8_090, exploredata-ZA6832_Varm3101b, exploredata-ZA6832_Varm3102, exploredata-ZA6834_Varpre2301, exploredata-ZA6834_Varpre2302, exploredata-ZA7700_Varq5, exploredata-ZA7701_Varq5, exploredata-ZA7702_Varq5, exploredata-ZA7723_Varkp17_110
33461	rechts links	publication	bibsonomy-arzheimer2021regionalvertretungswechsel, bibsonomy-barth2021bedeutung, bibsonomy-pappi2021unsicherheiten, bibsonomy-schneider2021einstellung, gesis-bib-131246, gesis-bib-134788, gesis-bib-149620, gesis-bib-21839, gesis-bib-79970, gesis-bib-86409, gesis-bib-87394, gesis-solis-00125184, gesis-solis-00352219, gesis-ssoar-17929, gesis-ssoar-18452, gesis-ssoar-19626, gesis-ssoar-20232, gesis-ssoar-20437, gesis-ssoar-20612, gesis-ssoar-21182, gesis-ssoar-31217, gesis-ssoar-6063, gesis-ssoar-67135, gesis-ssoar-70064, gesis-ssoar-70412, gesis-ssoar-74812, gesis-ssoar-75097, gesis-ssoar-75541, literaturpool-c03b50d912b5375284a25f8a8ec40b85, literaturpool-dbd68736f9df3b6e2df254cc40cb9c19
33461	rechts links	research_data	ZA4605, ZA4662, ZA5098, ZA5280, ZA5281, ZA5664, ZA5665, ZA5676, ZA5716, ZA5717, ZA5866, ZA5985, ZA6758, ZA6803, ZA6904, ZA6957, ZA6959, ZA6975, ZA6980, ZA7481, ZA7499, ZA7589, ZA7591, ZA7592, ZA7642, ZA7643, ZA7646, ZA7740, ZA7741
33461	rechts links	instruments_tools	pretest-56, zis119, zis190, zis228, zis239, zis269, zis313, zis34, zis48, zis83
33461	rechts links	variables	exploredata-ZA1536_VarV314, exploredata-ZA1537_Varv142, exploredata-ZA1537_Varv145, exploredata-ZA1537_Varv312, exploredata-ZA1537_Varv314, exploredata-ZA1919_Varv108, exploredata-ZA1919_Varv111, exploredata-ZA1919_Varv113, exploredata-ZA1919_Varv432, exploredata-ZA1919_Varv433, exploredata-ZA1920_VarV190, exploredata-ZA1987_VarV207, exploredata-ZA2201_VarV88, exploredata-ZA2313_Varv54, exploredata-ZA2378_VarV233, exploredata-ZA2391_Varv22, exploredata-ZA3073_VarV66, exploredata-ZA3160_VarV233, exploredata-ZA3861_Varv250, exploredata-ZA5100_VarVf84, exploredata-ZA5280_Varpc01, exploredata-ZA5703_Varpos015, exploredata-ZA6700_VarV275, exploredata-ZA6804_Varkp2_1500, exploredata-ZA6804_Varkp3_1500, exploredata-ZA6841_Vart24, exploredata-ZA7599_VarV294, exploredata-ZA7705_Vart24, exploredata-ZA7706_Vart24, exploredata-ZA7719_Varkp19_1500, exploredata-ZA7722_Varkp16_1500, exploredata-ZA7753_VarV284, exploredata-ZA7856_VarV314
34145	rechtsextremismus	publication	bibsonomy-Beyme1996Rechtsextremismus, bibsonomy-Gabriel1996Rechtsextremismus, bibsonomy-Gabriel1996Rechtsextremismus-2, bibsonomy-Hammerbacher2015Rechtsextremismus, bibsonomy-Schroeder2006verÃ¤nderte, bibsonomy-Schubarth2001Rechtsextremismus, bibsonomy-StÃ¶ss1994Rechtsextremismus, bibsonomy-StÃ¶ss1999Rechtsextremismus, bibsonomy-ahlheim2008nation, bibsonomy-armingeonklaus1995schweizer, bibsonomy-bacher1999arbeitslosigkeit, bibsonomy-bacher2001macht, bibsonomy-bergmann1998fremdenfeindlichkeit, bibsonomy-bergmann2001viele, bibsonomy-bergmann2005viele, bibsonomy-bollwein2020soziale, bibsonomy-bressan2004rechtsextremismusstudie, bibsonomy-brombe2001antidemokratische, bibsonomy-bugiel2002rechtsextremismus, bibsonomy-demircel2011antisemitismus, bibsonomy-eckert1996erklrungsmuster, bibsonomy-eckert2001fremdenfeindlichkeit, bibsonomy-fehser2016demaskierung, bibsonomy-fijalkowski1996transnationale, bibsonomy-friedrichs2001rechtsextremismus, bibsonomy-friedrichwalter2001rechtsextremismus, bibsonomy-fuchs2003rechtsextremismus, bibsonomy-furnberg2007rechtsextremismus, bibsonomy-heyder2012anomia, bibsonomy-holtmann2014sachsenanhaltmonitor, bibsonomy-holtmann2017bericht, bibsonomy-kleinert2001rechtsextreme, bibsonomy-kopera2013braune, bibsonomy-kruger2003westen, bibsonomy-kuhnel1998politikverdrossenheit, bibsonomy-lebhart2002determinanten, bibsonomy-moller2007entwicklungstendenzen, bibsonomy-nicklas1994rechtsextremismus, bibsonomy-oesterreich2003gleichstellung, bibsonomy-pickel2020westdeutschland, bibsonomy-pollack2001auslnderfeindlichen, bibsonomy-rebenstorf2018rechte, bibsonomy-rippl2002konflikt, bibsonomy-rippl2002konomische, bibsonomy-rippl2003kompensation, bibsonomy-rippl2005fremdenfeindlichkeit, bibsonomy-rohr2011rechtsextremismus, bibsonomy-rommelspacher2003rechtsextremismus, bibsonomy-scherr2003pdagogische, bibsonomy-scherr2007rechtsextremismus, bibsonomy-scherr2010situations, bibsonomy-schneider2021bedeutet, bibsonomy-schneider2021religion, bibsonomy-seipel1999anstze, bibsonomy-seipel2000anstze, bibsonomy-sommer2010rechtsextreme, bibsonomy-vorlander2016einordnung, bibsonomy-watts1997xenophobia, bibsonomy-yendell2020sachsen, cews-2-808132, cews-2-808272, cews-2-808852, cews-2-809503, cews-2-809609, cews-2-810152, cews-2-810622, gesis-bib-137463, gesis-bib-149049, gesis-bib-151137, gesis-bib-49919, gesis-bib-82581, gesis-bib-96702, gesis-solis-00180761, gesis-solis-00309578, gesis-ssoar-12509, gesis-ssoar-16407, gesis-ssoar-16415, gesis-ssoar-16586, gesis-ssoar-16809, gesis-ssoar-16893, gesis-ssoar-1698, gesis-ssoar-1702, gesis-ssoar-17030, gesis-ssoar-17091, gesis-ssoar-17294, gesis-ssoar-17303, gesis-ssoar-17594, gesis-ssoar-18280, gesis-ssoar-18281, gesis-ssoar-18453, gesis-ssoar-18454, gesis-ssoar-1907, gesis-ssoar-19252, gesis-ssoar-19293, gesis-ssoar-19299, gesis-ssoar-19626, gesis-ssoar-19704, gesis-ssoar-19834, gesis-ssoar-19876, gesis-ssoar-19881, gesis-ssoar-19990, gesis-ssoar-19991, gesis-ssoar-19995, gesis-ssoar-19998, gesis-ssoar-20061, gesis-ssoar-20610, gesis-ssoar-20689, gesis-ssoar-20704, gesis-ssoar-2079, gesis-ssoar-22022, gesis-ssoar-23846, gesis-ssoar-24461, gesis-ssoar-2448, gesis-ssoar-24545, gesis-ssoar-24565, gesis-ssoar-24599, gesis-ssoar-24845, gesis-ssoar-24970, gesis-ssoar-26592, gesis-ssoar-26656, gesis-ssoar-27085, gesis-ssoar-27783, gesis-ssoar-27988, gesis-ssoar-27990, gesis-ssoar-30833, gesis-ssoar-30947, gesis-ssoar-30948, gesis-ssoar-31663, gesis-ssoar-31859, gesis-ssoar-31877, gesis-ssoar-32114, gesis-ssoar-32175, gesis-ssoar-32178, gesis-ssoar-32577, gesis-ssoar-32579, gesis-ssoar-32974, gesis-ssoar-33521, gesis-ssoar-33853, gesis-ssoar-34002, gesis-ssoar-34931, gesis-ssoar-35190, gesis-ssoar-35688, gesis-ssoar-35717, gesis-ssoar-36048, gesis-ssoar-36229, gesis-ssoar-36594, gesis-ssoar-37307, gesis-ssoar-3803, gesis-ssoar-3805, gesis-ssoar-38323, gesis-ssoar-38966, gesis-ssoar-38999, gesis-ssoar-39149, gesis-ssoar-3931, gesis-ssoar-39624, gesis-ssoar-40053, gesis-ssoar-41041, gesis-ssoar-4213, gesis-ssoar-4243, gesis-ssoar-43664, gesis-ssoar-43690, gesis-ssoar-4454, gesis-ssoar-45614, gesis-ssoar-45762, gesis-ssoar-46666, gesis-ssoar-46683, gesis-ssoar-47134, gesis-ssoar-47441, gesis-ssoar-47442, gesis-ssoar-47595, gesis-ssoar-47797, gesis-ssoar-48717, gesis-ssoar-50057, gesis-ssoar-50872, gesis-ssoar-51143, gesis-ssoar-51145, gesis-ssoar-51950, gesis-ssoar-52375, gesis-ssoar-53074, gesis-ssoar-53371, gesis-ssoar-53375, gesis-ssoar-53596, gesis-ssoar-53609, gesis-ssoar-54054, gesis-ssoar-54877, gesis-ssoar-55087, gesis-ssoar-55606, gesis-ssoar-56006, gesis-ssoar-56586, gesis-ssoar-56587, gesis-ssoar-56613, gesis-ssoar-56689, gesis-ssoar-57006, gesis-ssoar-58353, gesis-ssoar-58870, gesis-ssoar-58871, gesis-ssoar-59997, gesis-ssoar-6000, gesis-ssoar-60475, gesis-ssoar-6067, gesis-ssoar-6086, gesis-ssoar-61081, gesis-ssoar-62889, gesis-ssoar-63124, gesis-ssoar-63292, gesis-ssoar-63674, gesis-ssoar-64759, gesis-ssoar-65145, gesis-ssoar-6549, gesis-ssoar-65519, gesis-ssoar-67056, gesis-ssoar-67117, gesis-ssoar-67383, gesis-ssoar-68123, gesis-ssoar-68124, gesis-ssoar-68585, gesis-ssoar-69902, gesis-ssoar-70412, gesis-ssoar-71624, gesis-ssoar-71625, gesis-ssoar-71645, gesis-ssoar-72068, gesis-ssoar-72069, gesis-ssoar-72541, gesis-ssoar-72564, gesis-ssoar-73571, gesis-ssoar-73760, gesis-ssoar-73762, gesis-ssoar-73764, gesis-ssoar-74513, gesis-ssoar-74543, gesis-ssoar-75097, gesis-ssoar-75130, gesis-ssoar-77265, gesis-ssoar-77275, gesis-ssoar-77357, gesis-ssoar-78072, gesis-ssoar-78125, gesis-ssoar-78126, gesis-ssoar-78220, gesis-ssoar-78226, gesis-ssoar-78664, gesis-ssoar-78673, gesis-ssoar-79322, gesis-ssoar-79961, gesis-ssoar-80074, gesis-ssoar-80175, gesis-ssoar-81997, gesis-ssoar-82002, gesis-ssoar-82004, gesis-ssoar-82008, gesis-ssoar-82009, gesis-ssoar-83281, gesis-ssoar-84456, gesis-ssoar-85112, gesis-ssoar-85191, gesis-ssoar-85342, gesis-ssoar-86378, gesis-ssoar-86381, gesis-ssoar-88951, gesis-ssoar-9116, gesis-ssoar-9334, gesis-ssoar-9381, gesis-ssoar-9622, literaturpool-402a0fe637c5d81c0480cc01c753bd6b, literaturpool-4653820c87cc7ba4085577cbf4e2b928, literaturpool-581fd5da36c24b8ebee98cd4abf154f4, literaturpool-62e148dd4588e44af66f1d71e7ce757b, literaturpool-79cab3df943185c975286c038e517469, literaturpool-7e683b3b18944abe2f33b4efc474f6c8, literaturpool-824f6288b71f77c5c9de1841cac484fb, literaturpool-93188821b30773eb8228386ef9805144, literaturpool-982ef0185e40e68bfa2d063d84cd9e72, literaturpool-a1ae320905f9692d10250852f06cf8d6, literaturpool-aee0c3d6326028bb19e47f54e19ef537, literaturpool-eb34af4f02169e952bc7b65937c549c2, literaturpool-ef28d15e8c2c26315507330e727a69de
34145	rechtsextremismus	research_data	SDN-10.7802-2291, ZA0422, ZA2396, ZA2857, ZA3139, ZA3472, ZA3974, ZA4310, ZA4332, ZA4906, ZA4907, ZA4908, ZA4909, ZA4914, ZA5167, ZA5270, ZA5271, ZA5272, ZA5273, ZA5274, ZA5275, ZA5277, ZA5321, ZA5573, ZA5574, ZA5575, ZA5576, ZA5599, ZA5641, ZA5849, ZA6004, ZA6345, ZA6645, ZA6950, ZA6988, ZA7468, ZA7492, ZA7599, ZA7611, ZA7753, ZA7755, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de458592, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de4590, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de510791, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de5844, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de658928, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de666696, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de682125
34145	rechtsextremismus	instruments_tools	pretest-12
34145	rechtsextremismus	variables	exploredata-ZA0823_VarV479, exploredata-ZA4332_Varf062_2, exploredata-ZA4332_Varf062_3, exploredata-ZA4332_Varf062_5, exploredata-ZA4906_Varf65r_cdu, exploredata-ZA4908_Varf22m_spd, exploredata-ZA4914_Varf63s_rep, exploredata-ZA5573_Varzr04, exploredata-ZA5573_Varzr05, exploredata-ZA5573_Varzr06, exploredata-ZA5573_Varzr10, exploredata-ZA5573_Varzr11, exploredata-ZA5573_Varzr12, exploredata-ZA5641_VarV311, exploredata-ZA6635_Varb2_6, exploredata-ZA6717_Varb2_6, exploredata-ZA6727_Varb2_6, exploredata-ZA6988_VarV140, exploredata-ZA7492_VarV149, exploredata-ZA7492_VarV9, exploredata-ZA7599_VarV140, exploredata-ZA7599_VarV141, exploredata-ZA7599_VarV9, exploredata-ZA7657_Varb2_6, exploredata-ZA7753_VarV120, exploredata-ZA7753_VarV282
34932	rightwing	publication	gesis-ssoar-62333, gesis-ssoar-68094, gesis-ssoar-69890, gesis-ssoar-69987, gesis-ssoar-73755, gesis-ssoar-78256, gesis-ssoar-78363, gesis-ssoar-87850, gesis-ssoar-88004, gesis-ssoar-88368
34932	rightwing	research_data	SDN-10.7802-1616, SDN-10.7802-2256, ZA3139, ZA5165, ZA6345, ZA6951, ZA7499, ZA7594, ZA7596, ZA7597, ZA7598, ZA7675, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset32026, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset32921, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset49437, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de736060, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de736061, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de737044
34932	rightwing	instruments_tools	zis239, zis272, zis81
