query_id	query	research_desc	research_narr
20168	muslime	The user is seeking social science surveys and datasets about Muslims, focusing on public attitudes toward Muslims and Islam, Islamophobia, interreligious contact, integration, identity, and discrimination, mainly in Germany and Europe. They want empirical measures alongside demographics and political views to analyze these topics.	A document is relevant to the query “muslime” if it contains substantive information about Muslims, such as attitudes toward Muslims, contact with Muslim neighbors or coworkers, measures of Islamophobia, policies or opinions about Muslim immigrants, or demographics of Muslim populations. Examples include survey modules on “Respekt/Sympathie für Muslime,” “Gefühl der Fremdheit wegen der vielen Muslime,” headscarf policies, “Nachbarschaft ohne Muslime bevorzugt,” implicit attitude tests toward Muslims, or variables distinguishing Muslim religious affiliation. Content in broader interfaith or immigration studies is also relevant when Muslims are an explicitly analyzed subgroup (e.g., interreligious contact with Muslim and Christian participants in Togo/Sierra Leone, or European opinions on Muslim immigrants), and language or morphological variants (Muslime, Muslimen, muslimische, MuslimInnen) count. A document is non-relevant if it discusses religion or migration only in general terms without Muslim-specific measures, or mentions Muslims only in passing (e.g., a brief note about papal meetings) without analytic detail. Edge cases include geographically outside-Germany contexts (still relevant if Muslims are a focus) and tangential mentions that become relevant only when tied to concrete variables, outcomes, or policy stances about Muslims.
20775	mobilität	The user is seeking research and survey-based information on “Mobilität” in both senses: social/occupational mobility (inter- and intragenerational, sectoral, regional) and transport/commuting behavior. They want definitions and typologies, determinants and impacts (careers, wellbeing, integration), and public attitudes and policy measures (e.g., e-mobility, public transport), with emphasis on Germany and Europe.	For the query “mobilität,” documents are relevant if they explicitly address mobility in any German sense—transport/mobility behavior (commuting, mode choice, e-mobility), occupational or job mobility (career moves, sector switches, relocations), regional/geographical mobility (migration, urban–rural moves), or social/intergenerational mobility—using the term or close variants like E‑Mobilität, berufliche/regionale Mobilität, or Jobmobilität. Highly relevant examples include surveys of car commuters’ behavior and attitudes to future mobility, studies of inter- and intragenerational occupational mobility, EU labor mobility within the single market, or datasets measuring commuting distance/time, overnight work travel, and job-related moves. Historical or local studies that analyze vertical mobility between parents’ and children’s occupations, or city surveys where mobility is a core topic among others, are also relevant. Non-relevant items would be texts where “Mobilität” is merely a passing tag with no substantive analysis, or where the string matches unrelated topics (e.g., Immobilien/property, “Immobilität”/immobility, mobile phones). Edge cases include documents using synonyms like Pendeln or räumliche/soziale Durchlässigkeit without the exact keyword, or pieces mixing several mobility types; these are relevant if mobility is central rather than incidental.
21196	motivation	The user seeks surveys and datasets examining motivation, motives, and related attitudes across many life domains (e.g., abortion counseling, education and career choice, migration, military service, leisure and museum visits, language learning, gaming, drug use, leadership, residential moves), mainly in German/European contexts. They want information on topics covered, measurement scales, and demographics to analyze how motivation shapes decisions, behavior, and well-being.	A document is relevant if it centers on human motivation or motives—defining, measuring, or analyzing why people act—such as studies of intrinsic/extrinsic work motivation, achievement motivation, motivational action conflicts and interference in learning, or domain-specific motives like emigration, vocational choice, abortion counseling decisions, museum or forest trip reasons, drug use motives, and gaming motivations. Relevance is strongest when motivation is a primary construct with operationalized measures or scales (e.g., Luhmann–Mayntz, Schenk, militarism/affinity scales) and when it links motives to behaviors, outcomes, or well-being. Documents are non-relevant if they only mention “motivation” in passing among many topics without analysis, or if they use the term differently (e.g., letters of motivation for applications, legal “motive” in a non-psychological sense, or mechanical/engineering terms). Synonyms like “motives,” “reasons for,” “drivers,” and “incentives,” and constructs like work attitude that clearly index motivation count toward relevance; purely demographic or procedural descriptions of surveys without motivational items or findings are borderline. Edge cases include broad multi-topic datasets: they are relevant if they include explicit items or results about motives (e.g., reasons for learning languages or returning from abroad), but not if they only report logistics, coding schemes, or unrelated attitudes.
2160	beruf	The user is seeking sociological studies and datasets on occupations in Germany (Beruf), including vocational training, career trajectories, professionalization, licensing/occupational closure, and occupational prestige. The focus spans pre- and post-reunification periods and related themes such as social networks, mobility, job satisfaction, and demographics.	The query “beruf” is the German term for occupation/profession, so a document is relevant if it discusses jobs, careers, training, licensing/regulation, or occupational status using “Beruf” or clear variants such as berufs-, beruflich, Berufe, Berufsbezeichnung, Berufszufriedenheit. Examples of strong relevance include surveys of flight attendants’ career orientation and job satisfaction, longitudinal work biographies around the Wende, indices of occupational closure/licensing, or intergenerational mobility studies that record “Beruf des Vaters/Mutter.” Non-relevant cases include occurrences where “beruf” only appears inside unrelated words or contexts (e.g., Berufung/academic appointment, Berufsverkehr/rush hour), as a name/code, or without substantive discussion of occupations. Edge cases to consider are hyphenated compounds split across lines (Berufs-), OCR or spacing artifacts (Beruf s), capitalization differences, and English texts about occupations that are conceptually relevant but may not match the exact German token. Lists or metadata that merely enumerate the word are only marginally relevant, whereas detailed questionnaires or datasets specifying occupational variables are clearly relevant.
21846	links rechts	The user is seeking datasets and survey measures on the left–right (Links–Rechts) ideological spectrum—self-placement, party placement, and definitions—primarily in German political surveys (e.g., ALLBUS, GIP) and related historical/comparative studies. The goal is to analyze voter behavior, party competition, and political attitudes using left–right scales.	A document is relevant to the query “links rechts” when it explicitly treats the left–right political spectrum, for example by measuring Left–Right self-placement, positioning parties on a Left–Right scale, or collecting definitions of what “links” and “rechts” mean (e.g., ALLBUS 2008 open-ended questions F029/F030, or GIP modules rating CDU/CSU, SPD, FDP, Die Linke, Die Grünen, AfD on a Left–Right continuum). Material that uses Left–Right as an analytical dimension in election studies, panel surveys, party manifestos, or datasets with variables like “Links Rechts Selbsteinschätzung,” “Links Rechts Einstufung der Parteien,” or “Links Rechts Verständnis” is highly relevant. Documents are non-relevant if “links” and “rechts” refer only to physical directions, hyperlinks, or unrelated legal terms (Recht), or if the terms appear merely as passing labels without substantive analysis or measurement. Edge cases include school or youth surveys that mention “left/right” groups or images but still include a Left–Right self-placement scale (relevant), and metadata lists where “Links Rechts” appears only as a tag without corresponding variables or questions (likely not relevant). Studies that operationalize adjacent constructs (e.g., liberal–authoritarian) may be borderline unless they also map or anchor them to a Left–Right continuum.
21879	links rechts skala	The user is looking for datasets and documentation on the Left–Right (Links-Rechts) political scale, including measures of voter self-placement and party positions. They want sources that code EU/German election manifestos and surveys into left-right placements and related indices/coding schemes.	A document is relevant if it explicitly measures or codes political positions on a left–right scale, for example by including variables like “Selbsteinstufung auf einem Links–Rechts Kontinuum,” “Links–Rechts Einstufung der Parteien (11-point scale),” or “Euromanifesto placement on a Links–Rechts Skala.” It also counts as relevant when it derives indices from such coding (e.g., left–right positions computed from manifesto codes or EMCS/Klingemann–Volkens measures) or discusses methodology for left–right scaling across surveys or party manifestos. Documents are non-relevant if they only mention “links” and “rechts” as political camps or as directions without a scale, or if they feature other scales (liberal–authoritarian, pro/anti–EU) without a left–right dimension. Edge cases include reversed phrasing like “Rechts–Links Skala,” synonymous wording such as “left–right continuum” or “Skalometer,” and items about left- versus right-wing violence that lack a numeric placement—these are relevant only if a scale-based placement is present. Examples of clearly relevant content include datasets that code party manifestos for 1979–2004/2009 on a left–right scale and surveys that ask respondents to place themselves and parties on 0–10 or 11-point left–right scales.
221	immigration	The query seeks empirical surveys and datasets on immigration and integration in Germany and Europe, including public attitudes, policy preferences (asylum, deportation, skilled-worker migration), discrimination, and integration outcomes. It emphasizes study designs, sampling, and demographic variables to enable comparative and longitudinal analysis.	A document is relevant to the query “immigration” if it substantively addresses migration flows, asylum/refugee issues, immigrant integration, public attitudes or policy on immigration, or datasets/surveys focused on migrant populations and their experiences. Examples include panel surveys tracking new immigrants’ integration (e.g., ENTRA, SCIP), opinion polls on deportation vs. toleration, criteria for skilled worker entry, or welcoming culture (e.g., Verian and infratest dimap studies), cross‑EU studies on discrimination of migrants (EU MIDIS II), and coding of party positions or manifestos on immigration restrictions and multiculturalism. Methodological descriptions are relevant when they pertain to immigrant samples, sampling via registers/onomastics, CAWI/CATI/CAPI modes, or historical migration statistics (e.g., Canada inflows), because they enable analysis of immigration phenomena. A document is non‑relevant if immigration appears only tangentially within a broader topic (e.g., environment, rail services, consumer protection) without substantive immigration content, or if “integration” refers to non-human contexts (like software). Edge cases include security/terrorism or crime topics that are relevant only when explicitly tied to asylum or immigrant policy debates, and studies of children of immigrants or general political surveys that are relevant only when they include specific immigration items or migrant subsamples.
22708	media use	The query seeks comprehensive surveys and datasets on media use—especially digital media and learning—in Germany, detailing devices, applications, contexts (education, work, leisure, purchasing), motivations and attitudes, and demographic breakdowns across time. It also looks for evaluations of digital learning practices, target groups, infrastructure, challenges, and assessment formats across schools, higher education, vocational, and continuing education.	A document is relevant if it explicitly describes how people use media: which channels (TV, radio, social networks), how often and for what purposes (learning, political information, product research, leisure), on which devices, and with which user groups or demographics. Examples include surveys like AGMA Media Analyse on television/radio consumption, studies of digital learning that track use of WhatsApp, Moodle, YouTube or e-books, research on social media behavior and political information seeking, or scientists’ adoption of Web 2.0 tools. Documents are non-relevant if they only cover institutional equipment inventories, procurement or digitization strategies, or general attitudes without connecting them to actual media-use behavior; “media” in the sense of teaching aids or biological culture media is also out of scope. Edge cases: education-focused reports are relevant when they quantify or detail actual usage (e.g., frequency of LMS or webinars), but mere policy statements, methodology blurbs, or lists of available tools without user behavior are not. Historical or subgroup-specific media-use surveys (students, trainees, older adults, intensive social media users) remain relevant if they report patterns, frequencies, or contexts of use.
2272	work life balance	Find empirical studies and survey data on work–life balance, focusing on gender differences and how COVID-19, platform work, and academic employment affect the reconciliation of paid work and family life, especially in the EU. Include the role of unpaid care and the impact of policies such as family leave, institutional supports, and working time reduction.	A document is relevant if it directly examines work–life balance, such as measuring satisfaction with balancing work and private life, conflicts between job demands and family responsibilities, working-time arrangements or flexibility, parental or family leave, and the impact of caregiving or public policies on this balance. Examples from the passage include EU surveys on COVID-19 and gender equality covering changes in paid work and unpaid care and use of institutional instruments to handle work–life balance challenges; studies of platform workers’ work patterns and work–life balance; university staff surveys on reconciling academic careers and parenthood; rural Germany interviews on quality of life and work–life balance; and GIP modules explicitly asking about satisfaction with work–life balance and working-time reductions. Documents that only touch adjacent constructs (e.g., job satisfaction, working hours, childcare, partner support) can be partly relevant if they connect those factors to the ability to reconcile work and family/private life, whereas purely methodological or psychometric scale tests without work–family content are weakly relevant. Non-relevant materials include datasets on Germany’s balance of payments, political attitudes of FDJ youth, historical population studies, agrarian reform economics, or a church magazine copy test—these may contain words like “balance” or “work” but do not address the work–family interface. Edge cases include records that list “work–life balance” without any measures or findings (not relevant), and items focusing on unpaid care or leave that materially affect the ability to combine work and private life (relevant even without the exact phrase).
22951	medienkonsum	The user is looking for information on media consumption: how people use TV, radio, newspapers, and online media, how this is measured in surveys (time spent, exposure, preferences), and how it relates to demographics, political attitudes, and behaviors.	A document is relevant if it contains concrete measures or descriptions of media consumption behaviors, such as time spent with TV, radio, newspapers, internet or social media; frequency of use; program or genre preferences; primary information sources; trust in media; or household media equipment used as proxies for usage. Examples include time-use diaries that log quarter-hour media use, surveys of “Medienkonsum bei Tageszeitungen und Fernsehen,” datasets with “Zeitbudget für den Medienkonsum,” and panels like MEOF that passively track web/app usage. Studies that analyze how media consumption relates to political attitudes and voting, lifestyle and fashion segments, environmental concern, or COVID-19 information seeking are also relevant when they include explicit media-use variables. Edge cases include documents focusing mainly on media trust or interest without usage metrics (partially relevant), or on media devices and access where equipment variables serve as usage proxies. Non-relevant documents are those that only mention media consumption in passing without data, focus on content production or advertising markets rather than use, or discuss other kinds of consumption (e.g., diet) without specific media-use measures.
230	umweltbewusstsein	The user seeks research and data on environmental awareness, focusing on how public attitudes and behaviors are measured and have evolved over time. Specifically, they want details and findings from Germany’s biennial “Umweltbewusstsein in Deutschland” surveys (1996–2024), including methodology, samples, thematic modules (e.g., mobility, energy, health, agriculture), and trend results.	A document is relevant if it explicitly examines environmental awareness (Umweltbewusstsein), for example reporting on the “Umweltbewusstsein in Deutschland” survey series, its methods (e.g., CAWI panels, sampling), time trends, and constructs such as affect, cognition, and behavior. Content that analyzes attitudes, behaviors, policy perceptions, and segmentation related to environmental awareness, or related modules like environmental labels, Energiewende acceptance, or biodiversity awareness tied to consumers’ awareness, is strongly relevant. By contrast, pieces where “Umweltbewusstsein” appears only as a minor attribute in otherwise unrelated topics (e.g., corporate image studies of computer firms that include one item about a company’s environmental consciousness) are weakly relevant or non-relevant. Discussions of environment or technology without assessing awareness levels, or generic consumer studies without an explicit awareness construct, are not relevant. Edge cases include older spellings (Umweltbewußtsein), corporate vs. population awareness, and methodological details that are relevant only insofar as they illuminate how Umweltbewusstsein is measured or changes over time.
23614	medien nutzung	Find empirical studies and datasets on media usage in Germany, including how people use different media for product information and purchase decisions, social media behaviors and discourse, and the adoption and evaluation of digital media/OER in schools, vocational training, higher education, and adult learning. Emphasis on demographic breakdowns, attitudes, reliability assessments, and challenges of digital learning.	A document is relevant to the query “medien nutzung” when it reports how people use media—devices, platforms, and channels—covering purposes (e.g., learning, shopping, politics), intensity or frequency, contexts (school, university, workplace, home), and demographics. Examples from the paragraph that clearly match include the Monitor Digitale Bildung surveys detailing smartphone/tablet use, LMS like Moodle/ILIAS, OER adoption, digital exams, and attitudes across schools, training, higher education, and continuing education; the Kantar Public study of intensive social media users (language, discussion culture, hate speech); AGMA’s Media-Analyse on TV/radio consumption (1992–1997); and modules on using media to inform purchase decisions and assessing reliability across media. By contrast, pieces that only describe policies, technical specifications, or purely methodological notes without describing actual user behavior, usage metrics, or adoption patterns would be non-relevant. Edge cases: studies about “Medien” as teaching materials or OER are relevant only if they include concrete usage or adoption (e.g., whether teachers or learners actually use apps, videos, or LMS); items where “Medien” refers to laboratory culture media, artistic mixed media, or legal/media-industry structures without user usage data are not relevant.
2386	politische einstellung	The user is seeking studies and survey data on political attitudes—such as left-right orientation, party preference, participation, and views on democracy, protests, and extremism—across various populations, especially German students and youth. They likely want instruments and findings covering related issues (e.g., international relations, media use) with demographic correlates.	A document is relevant if it explicitly measures or analyzes people’s political attitudes or orientations, such as left–right self-placement, party identification or preference, sympathy scales for parties (e.g., CDU, SPD, FDP, NPD, DKP), evaluations of politicians, issue positions (e.g., NATO, Notstandsgesetze, Vietnam, DDR recognition), or views on democracy, protest, and use of political violence. Surveys of students, youth, teachers, or the general population that cover political participation, voting behavior, political efficacy, issue competence, and attitudes toward campus or national politics (e.g., SDS/APO, student parliaments, Hochschulreform) are strongly relevant. Mixed-topic datasets are relevant when they include political-attitude scales or items, even if they also cover media use, lifestyle, or consumption. Non-relevant would be documents where “Einstellung” means settings, adjustment, or hiring, or materials limited to administrative, economic, or cultural topics without attitudinal measures toward politics. Edge cases include datasets mentioning political attitude only as a single background variable—these are weakly relevant unless they report distributions or analyze it—and domain-specific attitudes (e.g., higher-education politics) which are relevant if they still capture broader political orientation or partisan sympathies.
23986	ungleichheit	Find comprehensive datasets and studies on social inequality (Ungleichheit), including trends, determinants, attitudes, and outcomes across employment, education, income, health, and politics. Emphasis is on German and comparative international sources (e.g., ALLBUS, ISSP, GISD) and research on factors such as mobility, atypical employment, and the effects of direct democracy on inequality.	A document is relevant when it treats “Ungleichheit” as a primary topic and provides measures, analyses, or theory related to inequality, for example ALLBUS or ISSP modules on Soziale Ungleichheit, the German Index of Socioeconomic Deprivation, TwinLife’s study of social inequalities, or research on how direct democracy affects socio-economic, political, or legal inequalities. Relevance is strengthened by concrete indicators and variables tied to inequality, such as income distribution, deprivation scores, social mobility, acceptance of inequality, mechanisms producing inequality, or migrant–native disparities in education. Documents are non-relevant if they only mention inequality in passing while focusing on other themes (e.g., environment, national identity, or survey methods), or if “inequality” appears in an unrelated sense (like mathematical inequalities). Mixed-scope survey overviews are borderline: they count as relevant only when an inequality-focused module or items are explicitly included, while duplicate or generic versions without such content should be down-weighted. Geographic scope can be broad—Germany, Poland, or cross-national datasets are all relevant—provided the work includes measures or outcomes of unequal conditions or attitudes; otherwise, it should be treated as non-relevant.
24946	umweltschutz	The user seeks comprehensive statistics and surveys on environmental protection, including revenues from environmental goods and services by industry and environmental area, employment, and domestic vs. foreign sales in Germany over time. They also want research on public attitudes, behaviors, and policy evaluations related to environmental protection, transport, and consumer issues in Germany and the EU.	A document is relevant if it substantively addresses environmental protection—such as reporting statistics on environmental goods and services, sectoral revenues by environmental domain (e.g., waste, water, air pollution control, climate protection), employment in the green sector, or exports vs. domestic sales of green technologies (e.g., solar, wind, insulation) from 1997–2020. It is also relevant if it analyzes environmental attitudes and behavior (recycling, energy saving, transport mode choice, willingness to pay, eco-tax), evaluates environmental quality (noise, air, water) or policy effectiveness, or discusses EU/German environmental policy and governance. By contrast, content primarily about consumer protection, TV program evaluations, general civil law, EU integration, or union politics is non-relevant unless it specifically examines environmental protection within those topics. Edge cases include multi-topic surveys where Umweltschutz is one module—these are relevant if that module is substantial or retrievable; closely related terms like Klimaschutz, Naturschutz, Luftreinhaltung, and environmental goods markets also qualify, while mere incidental keyword mentions without data, policy, or behavioral analysis do not.
2500	violence	The query seeks comprehensive survey-based information on violence—its prevalence, forms, perpetrators, attitudes, consequences, reporting, and protective behaviors—across varied contexts (schools, domestic, political/public) and populations, with emphasis on Germany and the EU. The aim is to understand patterns and correlates (e.g., social change, demographics) to inform prevention and policy-making.	A document is relevant if it substantively examines violence—its prevalence, forms (e.g., physical, sexual, stalking), contexts (school, domestic, political demonstrations, neighborhood), perpetrators and victims, consequences (health and well‑being), reporting behaviors, or prevention/protective measures and policies. Clear examples include surveys on violence against women and girls, schoolchildren’s use and experience of violence and property damage, readiness to use violence in political protest, group-focused enmity and neighborhood conflict, or conflict-related violence and self-protection strategies. Studies that measure attitudes, norms, and legal knowledge around violence (e.g., acceptance of corporal punishment, effectiveness of police or social services, reasons for violence, trends over time) are also relevant. Non-relevant items are those where “violence” is only mentioned in passing within broader topics (EU institutions, pensions/aging, fishery consumer habits) without dedicated data, analysis, or measures about violence, or where the term is used metaphorically. Edge cases include multi-topic datasets: they are relevant if they contain a dedicated module with detailed questions on violence or fear/threats of violence, and content on attitudes toward foreigners is relevant only when it explicitly addresses violent acts or reactions.
2585	kriminalität	The user seeks comprehensive information on crime, including official statistics and time-series trends, offense and offender data, regional patterns, and criminal justice outcomes. They also want survey-based insights on fear of crime, victimization, and institutional trust, focused on Germany (including former East Germany) and related EU topics like cybercrime.	A document is relevant if it provides empirical information about crime, such as statistics on offenses, offenders, convictions, or police/judicial processing (e.g., DDR time series of Straftaten and Täter per 100,000, regional crime rates by Bezirk, or Kaiserreich conviction rates by offense). Surveys that measure fear of crime, victimization, safety perceptions, trust in institutions, or attitudes toward crime and punishment (e.g., Saxony 2022 security study, student victimization/fear surveys, gastronomy owners’ experiences with extortion, or Eurobarometer modules on cybercrime) are also relevant. Content discussing crime types and structures (Deliktstruktur, Gewalt, Diebstahl, Raub, Cybercrime), “innere Sicherheit,” media consumption about crime, or policy measures to combat crime qualifies as relevant. By contrast, broad political or living-conditions surveys where “Kriminalität” appears only as a single item in a long list of issues, or modules unrelated to crime (e.g., agriculture or rail privatization) are non-relevant unless they include a substantive crime section. Edge cases include mixed datasets with both crime and non-crime modules (partially relevant) and documents using synonyms like Straftaten/Delikte without the exact keyword (still relevant).
26363	verkehrsmittel	The user is seeking surveys or datasets about transportation modes—public transport, car, bicycle, walking—covering factors that drive mode choice, accessibility, frequency of use, and satisfaction, alongside environmental attitudes and demographics. They likely want findings on commuting and travel behavior and the impact of policy measures in Germany.	Documents are relevant if they discuss transport modes (Verkehrsmittel) explicitly, such as mode choice, usage frequency, accessibility, headways, satisfaction, or attributes like cost, speed, flexibility, safety, and environmental impact; examples include surveys on ÖPNV (bus, tram, U-Bahn, S-Bahn, Regionalbahn), car ownership and licensing, taxi and bicycle use, Semesterticket/BahnCard possession, and combinations of modes for commuting, shopping, or leisure. Content covering attitudes and policies tied to mode choice—e.g., readiness to switch from car to public transport under certain conditions, evaluations of measures like cheaper ÖPNV or car restrictions, or environmental beliefs affecting mode selection—is also highly relevant. Vacation and weekend mobility modules remain relevant when they record the transport used for trips or the reasons for choosing one mode over another. Documents are non-relevant if they only mention the term in passing (e.g., a demographics section with no mode information) or discuss traffic/policy in the abstract without reference to specific transport modes or their use. Edge cases include health or local-quality-of-life surveys that record the mode to the doctor or city center (still relevant), and datasets where “Verkehrsmittelwahl” or variable lists enumerate modes without narrative (minimally but still relevant due to explicit mode coverage).
2662	politische orientierung	The user is seeking studies and datasets that define and measure political orientation (e.g., left–right, liberal–authoritarian, pro/anti-EU) and examine how it forms and diffuses. They want evidence from German/European contexts on determinants like socialization and networks and how orientations relate to party preferences, issue attitudes, and participation across groups such as students, youth, and the general public.	Documents are relevant if they explicitly measure, model, or discuss political orientation, such as ideological self-placement (e.g., left–right scales), party identification or sympathy thermometers (SPD, CDU/CSU, FDP, etc.), liberal–authoritarian or multiculturalism–ethnocentrism scales, or attitudes toward democracy, extremism bans, coalitions, or national/European integration. Highly relevant examples include surveys of political attitudes and socialization, network diffusion of political orientations, coded analyses of party manifestos positioned on ideological dimensions, or studies linking values to party preferences. Documents are non-relevant if “orientation” refers to non-political constructs (e.g., time orientation, lifestyle or group-style orientation, technical/computer orientation) or if politics is merely background without measuring political stance. Edge cases include domain-specific political orientations (e.g., university politics or East–West alignment), which are still relevant but narrower; datasets where political orientation appears only as a control or demographic field, which are weakly relevant; and historical content analyses of political language that infer ideology, which are relevant if they derive clear orientation measures. Mentions of “orientation” as guidance, onboarding, or geographic orientation without ideological content are not relevant.
26823	technology	The user seeks surveys and datasets on attitudes toward and adoption of technology, and their perceived impacts on work, environment, economy, health, and daily life, with detailed demographic variables. This includes European and German studies on ICT/5G, biotechnology and genetics, digital media, and industrial automation, as well as company- and worker-level data on technology use, skills, and training.	A document is relevant if technology is a primary focus—its adoption, use, impacts, or public attitudes—such as surveys on acceptance of gene technology and biotechnology, public opinion on 5G, studies of ICT use by managers, or company-level use of CAD/CNC, PPS, and automation. Content that analyzes technological change or policy (e.g., patent-based measures of innovation waves, nuclear power attitudes, multimedia and communication tech in daily life, or digital behavior and competence) is also squarely relevant. By contrast, documents that only mention “technology” tangentially (e.g., as a demographic code, a background variable, or in a proper name like “Institute of Technology”) without substantive discussion should be treated as non-relevant. Edge cases include broad social surveys (e.g., Eurobarometer) that touch many topics: they are relevant if the technology module is substantial, but low-relevance if technology appears only as a minor item. Likewise, texts about “technique,” “technicalities,” or generic “skills” without reference to technological artifacts, systems, or digital infrastructure should be considered non-relevant.
2741	sport	Find survey datasets on sports participation and attitudes, including leisure activities, club membership, facility access, barriers, and demographics. The goal is to analyze determinants and impacts of sport engagement—its links to life goals, work/family expectations, health behaviors, social values, and local sport offerings/policies—across different populations.	A document is relevant to the query “sport” when it substantively discusses athletic activity or its context, such as participation and frequency of leisure sport, motivations and barriers, facilities and equipment, club membership, competitions or festivals (e.g., Spartakiade), training intensity, or the financing and organization of sport clubs. Omnibus materials remain relevant if they include dedicated sections on sport (for example, surveys that pair attitudes to Hungary or the EU with detailed modules on sport participation, facilities, or club judgments). References to specific disciplines (soccer, long-distance running, swimming), sport badges/certificates, or evaluations of local sport centers also indicate strong relevance. By contrast, documents that only mention “sport” in passing, or match the string as part of unrelated words or names (e.g., transport, passport, or institution names without substantive athletic content) are non-relevant; an edge case is institutional or student-life surveys that are only relevant if they include explicit sport-motivation or activity modules.
2817	populismus	The user seeks survey datasets and research on populism in Germany and Europe, focusing on how populist attitudes are measured, their distribution and determinants, and their effects on voting behavior and democratic representation. Relevant sources include CSES Module 5, ValCon, ALLBUS 2018, GLES, and the German Internet Panel, with attention to sampling and fieldwork modes.	A document is relevant to the query “populismus” if it substantively examines populism as an ideology, party family, or set of citizen attitudes, or if it provides data and instruments to measure it. Examples include surveys or projects focused on populism (e.g., CSES Module 5 on the politics of populism, the ValCon project on social media and the rise of populism), or datasets that contain explicit populism scales and items such as “people vs. corrupt elites,” anti-compromise statements, demands for referendums, or claims that “politicians talk too much and act too little” (as in ALLBUS, GLES, and GIP). Documents that primarily present methodology or sampling can still be relevant when they include a populism module or enable analysis of populist attitudes, party competition, or effects on electoral behavior and democratic satisfaction. Non-relevant materials would discuss general politics without any populism construct, use “populist” only as a passing adjective, or focus on unrelated policy domains (e.g., taxation, health) without linking them to populism. Edge cases: German-language descriptions, repeated dataset summaries, or discussions of related constructs (trust, efficacy, national identity) are relevant only when explicitly tied to populism’s measurement or theorized effects.
28540	worklife balance	The user seeks research and datasets on work-life balance: the interplay between paid work and unpaid care/family life, its determinants, and policy supports such as family leave. They are especially interested in evidence from European/German surveys on COVID-19’s effects and gender differences.	A document is relevant if it examines how people reconcile paid employment with personal or family life and the supports or constraints shaping that, such as family leave, flexible work, unpaid care, time use, wellbeing, or gender differences. Clear examples here include the EU survey on COVID-19’s effects on work–life balance, the rural Germany survey that explicitly measures quality of life and work–life balance, and the platform work study assessing workers’ work patterns and work–life balance from a gender perspective. Documents are non-relevant when “balance” refers to economic accounting (e.g., balance of payments, trade balance, foreign exchange balances), historical monetary stocks, or when “work” refers to institutions or outputs rather than employment and private life. Edge cases include texts that only mention work–life balance in passing without measures or findings, analyses of work patterns that never connect to family/care or personal time, or alternative spellings (worklife, work-life) that are still relevant if the substance matches. Similarly, items about a “balance of power” in politics or “work of an organization” contain the keywords but are not about work–life balance and should be treated as non-relevant.
2884	fremdenfeindlichkeit	The user is seeking survey-based data and measures of xenophobia (Fremdenfeindlichkeit) and related prejudices (e.g., racism, antisemitism, Islamophobia), along with their socio-economic, political, and demographic correlates and trends. They want datasets and instruments from German and European studies (e.g., Thüringen Monitor, Eurobarometer) to analyze prevalence, contexts, and changes over time.	A document is relevant to the query “fremdenfeindlichkeit” if it directly examines xenophobia—such as attitudes toward foreigners, xenophobic behavior or violence, measurement scales, policy preferences about immigration, or its links to related prejudices like racism or Islamophobia. The provided paragraph is highly relevant because it repeatedly lists Fremdenfeindlichkeit as a measured construct in surveys (e.g., Thüringen Monitor, Eurobarometer), details items like frequency of hostile remarks toward foreigners, reactions to attacks, contact with migrants, and associated scales (authoritarianism, social dominance, antisemitism). Content using close synonyms or operationalizations—Ausländerfeindlichkeit, xenophobic violence, right‑wing extremism, willingness to live near foreigners, or support for restrictive immigration—also qualifies. Non‑relevant would be texts where the term appears only in passing without analysis (e.g., a generic list with no data or discussion) or where “fremd” refers to unrelated topics like tourism (Fremdenverkehr) or abstract “fear of the unfamiliar” not tied to out‑groups. Edge cases include media content analyses: they are relevant if they assess how xenophobia is portrayed (e.g., word choices, framing), but not if they merely quote headlines without addressing xenophobia itself.
2911	happiness	Identify surveys/datasets that measure happiness and life satisfaction and include rich covariates—especially alcohol use—alongside health, work, family, social networks, political attitudes, and demographics. The goal is to analyze determinants and cross-national patterns of subjective well-being across diverse populations and contexts.	A document is relevant if it directly measures or analyzes happiness as a psychological state or outcome, such as items on “feeling of happiness,” a “happiness scale,” general contentment with life or life satisfaction, or dependence of happiness on factors (e.g., work, partnership, money). Surveys focused on other domains (alcohol use, politics, EU integration, family, imprisonment) are relevant only when they explicitly include happiness or well-being measures, like “assessment of current contentment with life,” “associations with the term happiness,” or “self assessment of psychological well-being.” Non-relevant documents discuss those domains without any link to happiness or only provide demographics/interviewer ratings. Edge cases include uses of “happy” in narrower contexts—such as “happy partnership,” “a woman must have children to be happy,” or attitude items like “happy life without family”—which hit the keyword but may be tangential if they don’t assess overall well-being. Synonyms and related constructs (well-being, life satisfaction, contentment) should be treated as relevant signals.
