query_id	query	item_type	var_desc	var_narr
317	homeoffice	variables	Seeks information and viewpoints about the debate on whether employees should have a legal right to work from home when the job allows it. Also asks whether and how it would be feasible for the respondent’s specific role to perform part of their work remotely.	A document is relevant to the keyword "homeoffice" when it directly discusses working from home — for example debates about a legal right to telework, employer policies, surveys asking whether jobs can be performed remotely, technical or occupational constraints, or case studies of hybrid work arrangements. Relevant examples include draft legislation on a statutory right to work from home, company telecommuting rules, employee questionnaires asking "Wäre es bei Ihrer Tätigkeit möglich, einen Teil der Arbeit von zuhause zu erledigen?", and analyses of which job tasks can or cannot be done remotely. Non-relevant documents mention "home office" only incidentally (e.g., ads for home office furniture, interior design posts), use the term in a different sense (the UK Home Office government department or a brand named HomeOffice), or discuss COVID-19 broadly without addressing entitlement, feasibility, or implementation. Edge cases include multilingual or poorly parsed texts where "br" or line breaks split survey questions, documents that only touch on remote work peripherally (partially relevant), and materials focused on technical infrastructure or occupational safety that are relevant only if they tie back to the question of allowing work from home.
32087	sexualität	variables	The user wants to know how the disclosure of Thomas Hitzlsperger’s homosexuality relates to active professional footballers, specifically asking about public and professional acceptance — would an active pro who is openly gay be supported, hired, or face discrimination.	A document is relevant to the query "sexualität" when it directly addresses sexual orientation, coming-out experiences, public discussions of sexuality (especially in sports), or policies and social attitudes toward LGBTQ+ athletes. For example, a news article about Thomas Hitzlsperger coming out, interviews with active professional footballers about being gay, club anti-discrimination policies, or surveys of fan reactions would be clearly relevant. Documents that focus narrowly on biological reproduction, clinical sexual health without linking to orientation, erotica, or unrelated uses of the word are not relevant. Borderline cases include historical treatments of sexuality in sport, language-other-than-German sources, and speculative gossip that attempts to out an active player — these may touch the topic but raise privacy and reliability concerns. Prefer authoritative, respectful sources that discuss acceptance, policy, or concrete examples of active athletes coming out; avoid materials that invade privacy or rely on rumors.
32820	selbstdarstellung	variables	The user is looking for a short written self-presentation ("Selbstdarstellung")—either a ready-made paragraph or guidance on how to write one—to introduce themselves for applications, profiles, or introductions. They need concise advice or an example that covers background, strengths, and goals in an appropriate tone and structure.	A document is relevant to the keyword "selbstdarstellung" when it centrally discusses self‑presentation—definitions, theories from psychology or communication studies, practical tips for crafting a personal profile (e.g., CV, LinkedIn, artist statement), or concrete examples of how people present themselves online and offline. Useful signals are the term appearing in headings, abstracts, or the first paragraphs, detailed case studies or templates, and comparisons to related concepts like "Selbstmarketing" or "Impression Management." A document is non‑relevant if the word appears only once in passing, if the page is primarily about an unrelated topic (for example a product named “Selbstdarstellung” with no explanatory content), or if the content is purely visual with no textual explanation. Edge cases include materials in other languages using the translation "self‑presentation" (which may still be relevant), academic papers that mention the term only in literature review, and artistic discussions where "Selbstdarstellung" refers specifically to genre conventions rather than practical self‑marketing—these may be relevant depending on whether the user seeks theoretical, practical, or creative perspectives.
33259	selbstwirksamkeit	variables	The user is looking for a clear definition and explanation of "Selbstwirksamkeit" (self-efficacy), including its psychological role in motivation and behavior change, how it’s measured, and practical ways to strengthen it.	A document is relevant to the keyword "selbstwirksamkeit" if it directly discusses the concept of self‑efficacy — for example defining Bandura’s theory, describing measurement tools like the General Self‑Efficacy Scale, reporting interventions to boost self‑efficacy in education, health or workplace settings, or giving concrete examples of self‑efficacy change. Relevant documents often include empirical studies, literature reviews, clinical or educational guides, and translated texts that explicitly equate "selbstwirksamkeit" with "self‑efficacy." Non‑relevant documents merely containing the word in a list or passing mention, focusing on different constructs (e.g., self‑esteem, confidence) without addressing efficacy beliefs, or using the term in an unrelated technical or legal sense should be treated as low relevance. Edge cases include German vs. English materials (a paper using only the English term "self‑efficacy" is still relevant), compound or inflected forms (selbstwirksamkeitserfahrung, selbstwirksamkeitsüberzeugung), and domain‑specific uses where a paper may be relevant only to a particular context (e.g., academic self‑efficacy) rather than to general theory. Assess relevance by checking whether the document provides conceptual explanation, empirical evidence, measurement details, or practical guidance about self‑efficacy rather than a brief or tangential mention.
33371	selbstverwirklichung	variables	The user wants to assess how important self-fulfillment/self-actualization (selbstverwirklichung) is to a person when considering their life goals, using a 1–7 importance scale. They need clear instructions or a concise definition so respondents can reliably rate the personal importance of self-realization.	A document is relevant to the keyword "selbstverwirklichung" if it explicitly addresses self-realization or closely related ideas such as personal goals, life aspirations, value priorities, or measures of psychological growth. The supplied paragraph is relevant because it directly asks respondents to reflect on "what you actually strive for in your life" and to rate the importance of those items on a 1–7 scale, which is a survey approach to assessing self-fulfillment. Other clearly relevant examples include psychological discussions (e.g., Maslow’s self-actualization), interviews or personal essays about achieving one’s potential, and validated scales or survey items that operationalize self-realization. Non-relevant documents are those that only mention the term in passing, use it as a brand or headline unrelated to meaning, or cover unrelated topics (technical manuals, recipes, legal notices); boilerplate survey templates that never list substantive life-goals are borderline relevant but less useful than items that actually probe specific aspirations. Edge cases include translations or metaphorical uses where the term appears but the content does not explore personal striving, which should be judged less relevant unless context shows a thematic focus on self-realization.
34932	rightwing	variables	The user wants a concise paragraph defining "rightwing" — a political label for conservative or reactionary positions that typically favor limited government, free-market economics, traditional social and cultural values, strong national defense, and law-and-order policies. They likely expect a clear summary of core beliefs and how right-wing views contrast with left-wing positions.	A document is relevant to the keyword "rightwing" if its primary focus is on right-wing politics or ideology—discussing conservative, nationalist, libertarian, or far‑right movements, party platforms, typical policy positions (e.g., immigration restriction, free‑market advocacy), historical development, or profiles of right‑wing leaders and organizations. Useful examples include analyses of a country's right‑wing party, academic papers comparing right‑wing policy trends, news reports about right‑wing rallies, or datasets showing voting patterns among right‑wing constituencies. Non‑relevant documents treat the term in a different sense (e.g., describing the right wing of a building or aircraft), use it only in passing without substantive content, are spam, or contain unrelated homographs or usernames that happen to include the word. Edge cases include phrases like "the right wing of the party" (which may be relevant if it discusses intra‑party ideology), differences in what counts as right‑wing across countries, and pieces that merely quote right‑wing rhetoric without analysis—these can be borderline relevant depending on depth and intent.
39506	sozialisation	variables	A request to report, on a given scale, how much religious education influenced one’s upbringing in the parental home — i.e., to quantify the role of religious socialization by the family. This information is needed to assess the strength of familial socialization in shaping religious values and practices.	A document is relevant to the keyword "sozialisation" if it explicitly addresses processes of socialization—especially family-centered topics such as how parental upbringing and religious education shaped a person—like the survey prompt "Bitte sagen Sie mir anhand dieser Skala jetzt welche Rolle in Ihrem Elternhaus die religiöse Erziehung gespielt hat." Relevant examples include questionnaire items, interview transcripts about parental influence, sociological studies of religious socialization, and codebooks reporting Likert-scale answers. Non-relevant documents include uses of similar words in other senses (e.g., workplace onboarding, animal socialization), pages that only contain the keyword without substantive content, or completely unrelated topics such as product descriptions or news articles. Edge cases include texts that mention "religiöse Erziehung" but treat it theologically rather than as a socialization process, translations or survey templates that include the phrase but lack empirical data, and documents with HTML artifacts (like "br" or "Answer:") that signal a scraped or partially formatted questionnaire—these may be partially relevant depending on whether they preserve the socialization context.
4027	migrationshintergrund	variables	The user wants a clear definition and explanation of the German term "Migrationshintergrund" — who is counted as having a migration background, how the term is used in official statistics, forms, and law, and what social or administrative implications it carries. They may also be seeking criteria, examples, or guidance on how to report this status on documents.	A document is relevant to the keyword "migrationshintergrund" if it treats that term as the demographic or legal concept used in German-speaking contexts — for example studies, reports or policies that analyze people "mit Migrationshintergrund" or provide census and school statistics by migration background. Relevant examples include government or NGO reports on integration, academic articles about educational outcomes by migration background, public-health research stratified by Migrationshintergrund, and policy briefs on anti-discrimination measures. Documents are non-relevant when the word appears only incidentally or in an unrelated sense, such as software/database migration logs, travelogues, genealogical migration histories, or when it is merely part of a filename or metadata with no substantive discussion. Edge cases include texts in other languages that discuss the same concept (those are relevant if they clearly map to the German category), short tables that list counts without explanation (borderline relevance), and personal anecdotes about individual immigrants (relevant only if they connect to the broader category or analysis).
43698	covid19	variables	A user querying "covid19" is seeking basic and up-to-date information about the disease caused by SARS-CoV-2—its symptoms, transmission, testing, treatment, vaccines, and prevention measures. They may also want current case trends, variant information, and relevant public‑health or travel guidance.	A document is relevant to the keyword "covid19" if it directly addresses SARS‑CoV‑2 or the COVID‑19 pandemic — for example discussions of symptoms, transmission, testing, vaccines, treatments, public‑health guidance, case counts, or variant surveillance. Highly relevant examples include CDC or WHO guidance, peer‑reviewed studies on vaccine efficacy, official local restriction updates, and datasets of confirmed cases; by contrast, social media rumors, opinion pieces without evidence, or documents that merely mention COVID‑19 in passing are less relevant. Non‑relevant documents include unrelated materials that include the string "covid19" in a filename, references, or metadata but whose main topic is different, or content about other respiratory diseases without clear connection to SARS‑CoV‑2. Edge cases depend on user intent and timeliness: early‑pandemic guidance may be historically relevant but clinically outdated, and modeling or preprint studies may be important for research queries yet unsuitable for medical advice. Finally, relevance also depends on synonyms and language (e.g., "coronavirus," "SARS‑CoV‑2") and source credibility — authoritative, recent sources should be prioritized for health or policy queries.
5030	sicherheitsgefühl	variables	A search for "sicherheitsgefühl" seeks a clear explanation of the subjective sense of safety—what it means, how it differs from objective risk, and the personal, social, and environmental factors that shape it. The user may also want ways to measure or strengthen that feeling and to understand its effects on behaviour and well‑being.	A document is relevant to the keyword "sicherheitsgefühl" when it explicitly discusses the subjective feeling or perception of safety—for example studies, interviews, surveys, or policy analyses about how people feel in their homes, neighborhoods, workplaces, or on public transport. Relevant material can include research on psychological factors, environmental design (lighting, visibility, urban planning), community measures (neighbourhood watches, policing strategies) or evaluations of interventions that aim to improve perceived safety. Documents that only report objective crime statistics without linking them to residents' perceptions, or that treat "Sicherheit" solely as technical or legal security (e.g., cybersecurity protocols or safety regulations) are generally not relevant unless they address the emotional or perceptual dimension. Edge cases include articles about physical security measures (CCTV, locks) which are relevant if they explore their impact on people’s sense of security, and translated or synonym-using texts (e.g., "sense of safety") which are relevant if the connection to subjective perception is clear. Non-relevant items can also be brand names, product pages, or incidental mentions where the term appears but the document does not examine feelings of safety.
50581	digitalisierung	variables	The user wants a concise paragraph that defines "Digitalisierung" (digitalization) and summarizes its significance, main effects, and typical applications (e.g., in business, public services, and daily life). They likely need a clear, ready-to-use text for an essay, report, or presentation.	A document is relevant to the keyword "digitalisierung" if it directly addresses digitalization as a process—covering strategies, technologies, policy, case studies, implementation steps, or measurable outcomes (for example, papers on e‑government rollout, Industry 4.0 adoption, cloud migrations, or workforce digital‑skill programs). Relevant texts typically use related terminology (IoT, AI, digital transformation, digitization strategy), give concrete examples or metrics, and explain challenges and solutions. Non‑relevant documents merely mention the word in passing, use it in an unrelated sense (e.g., simple file scanning labeled “digitization”), are generic marketing spam, or focus on tangential topics without substantive discussion. Edge cases include language/term differences (German "Digitalisierung" vs English "digitization"), sector‑specific reports that may be relevant only to particular industries, and older sources whose guidance may be outdated; a brief mention or a translated hit may be useful depending on user intent but often isn’t sufficient. Signals of high relevance are in‑depth coverage, clear methods or case studies, up‑to‑date dates, and matching language/region.
5065	sicherheitsempfinden	variables	The user wants to describe or assess their personal sense of safety ("Sicherheitsempfinden") in public places—whether they generally feel safe or unsafe. They may also be seeking to identify circumstances or factors (time, location, crowding, lighting, etc.) that influence that feeling.	A document is relevant if it focuses on people's subjective sense of safety in public places, for example survey questions or interview responses asking “Do you generally feel safe at public places?” or analyses of how perceptions vary by time of day, lighting, crowding, police presence, gender or age. Useful documents will describe measurement methods (Likert-scale questions, open-ended personal accounts, neighborhood safety indexes) or give concrete examples like “I don’t feel safe in poorly lit parks at night.” Non-relevant documents discuss unrelated kinds of security (cybersecurity, physical locks, workplace health-and-safety rules) or only present raw crime statistics without linking them to perceived safety. Edge cases include materials that use only the word “Sicherheit” (safety) without addressing “empfinden” (feeling) — these may be partially relevant if they discuss public safety conditions — and short or truncated German phrases; texts in German that mirror the question are especially pertinent, while translations and broader mental-health discussions are relevant only when tied to feeling safe in public spaces.
52781	alkoholkonsum	variables	The user is looking for survey question wording and response categories to measure alcohol consumption frequency (e.g., past 12 months and past month), including typical answer ranges like "never", numeric frequency bands (1–5, 6–11, etc.), weekly/monthly/daily categories, and associated skip/branching instructions.	A document is relevant to the keyword "alkoholkonsum" if it contains questionnaire items or response categories that measure alcohol consumption frequency or recency (e.g., “How often have you drunk alcohol in the last year/month/last 12 months”), including the specific response scales (Never; 1–5 times; approximately once a month; 1–2 times, 3–5 times, …, more than 20 times). Concrete indicators of relevance include survey instructions and skip logic tied to consumption codes (for example “if code 13 continue with 55” or “if yes to monthly code 4 continue with 13b”), labels like FW2/F13/F62, and atypical response options such as “yes but only one gulp.” Partial matches (frequency mentioned without a clear timeframe, or general references to drinking behavior) are somewhat relevant but weaker, while documents that discuss alcohol-related diagnoses, policy, or biomarkers without frequency questions are only tangentially relevant. Non-relevant documents are those focusing on other substances, unrelated health topics, or purely administrative text with no consumption items. Edge cases to watch for include linguistic variations (“consumed,” “had a drink,” German phrasing), duplicate or slightly different scales across forms, and very low-frequency categories that may be coded differently across surveys.
53827	berufsabschluss	variables	The user needs to understand or answer whether they hold a "Berufsabschluss" — i.e., a completed vocational training qualification or an academic degree — typically to complete a form or verify eligibility for a job, benefit, or application.	A document is highly relevant to the keyword "berufsabschluss" if it explicitly asks about or describes a completed vocational qualification or academic degree — for example a job application form, CV, certificate recognition form, or guidance on proving a completed apprenticeship or study program. The repeated question "Haben Sie eine abgeschlossene Berufsausbildung oder ein abgeschlossenes Studium" in the paragraph is a direct match and signals a questionnaire or form field, so such a document would be judged very relevant. Borderline or partial relevance occurs when synonyms or variants are used (Ausbildung, Abschluss, Qualifikation) or when the text discusses having no Berufsabschluss ("ohne Berufsabschluss"); these are still pertinent but may require stemming or semantic matching. Non-relevant documents mention similar words in different senses (e.g., a general "Abschluss" meaning a thesis defense, content about ending a career, or OCR/misspellings like "berufsabsschluss") or only contain the term incidentally without substantive information about vocational credentials.
54808	berufsprestige	variables	The user wants a concise definition and explanation of "Berufsprestige" (occupational prestige), including how professions are ranked and which factors (income, education, social respect, measurement methods like surveys or prestige scales) determine those rankings. They may also be looking for example rankings or the term's relevance in sociology and labor research.	A document is relevant to the keyword "berufsprestige" if it contains a paragraph that defines or discusses occupational prestige, explains how it is measured (for example SIOPS, Treiman’s scale, or survey-based rankings), or gives concrete examples or lists of professions ranked by social status. Relevant documents will also analyze causes and consequences of berufsprestige—such as education, income, or cultural values—or present empirical results from surveys or cross‑country comparisons. Non‑relevant documents merely mentioning the word in passing, using "prestige" in a non‑occupational sense (brand prestige, product names), or containing only metadata, isolated tables, or code without explanatory text should be excluded. Edge cases include multilingual works where "berufsprestige" appears only in a bibliography or a translated term in an otherwise English discussion (potentially useful), and historical or marketing uses that resemble the concept but do not address its sociological meaning (likely not useful). In a German query context, German‑language paragraphs are preferable, but rigorous English analyses explicitly about occupational prestige are also relevant.
55226	arbeitsbelastung	variables	The user is looking for a short paragraph about "Arbeitsbelastung" (workload/occupational stress). They likely want a concise explanation defining the term and summarizing common causes, effects, and/or strategies to manage it, suitable for a report or assignment.	A document is relevant to the keyword "arbeitsbelastung" when it addresses workload or occupational strain directly—discussing causes, measurements, health effects, legal duties, or interventions for work-related stress (for example a study measuring nurses’ workload, a company risk assessment, or guidance under Arbeitsschutzgesetz). Highly relevant texts include empirical papers with measurements or questionnaires (COPSOQ, surveys, physiological metrics), workplace case studies, occupational health guidance, or legal/regulatory discussions that explicitly use the term or close synonyms like "Belastung am Arbeitsplatz" or "Überlastung." Non-relevant documents merely containing the word once in passing, advertising copy that mentions workload without substantive content, or papers using "Arbeit" in the physics sense (work/energy) or discussing CPU/server load are not relevant to human occupational workload. Edge cases arise when the domain is ambiguous (IT/system "workload" vs. human "Arbeitsbelastung"), when only translations or metadata include the term, or when related topics such as "Arbeitszeit" or general stress are discussed without linking to work-specific burden—these require checking context to decide relevance. Practical signals of strong relevance are explicit populations, methods, outcomes, statistics, or intervention descriptions; weak signals are single-word occurrences, unrelated domains, or mere bibliographic mentions.
56202	arbeitsbelastungen	variables	Looking for information on "arbeitsbelastungen" (workload/occupational strain): what types and causes exist, how they affect physical and mental health, and how to assess and manage or reduce them in the workplace.	A document is relevant to the keyword "arbeitsbelastungen" if it directly addresses workplace burdens or workloads—describing types (physical, mental, emotional), causes (long hours, understaffing, high tempo, role conflict), measurements (surveys, questionnaires, COPSOQ), consequences (stress, burnout, absenteeism) or mitigation strategies (ergonomics, job redesign, legal protections). Relevant examples include German-language occupational health reports, company risk assessments mentioning "Arbeitsbelastungen," research papers comparing workload across professions, or guides for works councils on reducing job strain. A document is non-relevant if the term appears only in passing, is used in a different sense (e.g., structural engineering loads, financial burdens unrelated to work), or if it treats unrelated populations without workplace context (e.g., student homework load only). Edge cases include materials about unpaid care work or home-office stress—these can be relevant if framed as "work" or occupational burden—and translations or singular/plural variants ("Arbeitsbelastung"/"arbeitsbelastungen") should be treated as matching the same topic.
5736	wohlfahrtsstaat	variables	The user is seeking to measure attitudes toward the welfare state in Germany by presenting a list of statements about social inequalities and the role of state and economy; for each statement they want respondents to indicate one of four agreement levels (fully agree, rather agree, rather disagree, or completely disagree).	A document is relevant to the keyword "wohlfahrtsstaat" when it directly discusses the welfare state, social inequality, or the role of the state in providing social protection — for example policy analyses, descriptions of social transfers, or surveys of public attitudes toward social spending. The provided paragraph repeatedly asks respondents about "Staat und Wirtschaft" and "soziale Unterschiede," so it is relevant insofar as it gathers opinions tied to welfare‑state issues, but it contains little substantive analysis or concrete policy content. A non‑relevant document would only mention the word in passing, be unrelated (e.g., technical manuals, ads), or consist mainly of boilerplate repetition and spam that add no topical information. Edge cases include texts that treat "wohlfahrtsstaat" historically or comparatively (partially relevant) or questionnaires and survey prompts like this one (relevant for public opinion research but lower value for policy detail). Overall, this paragraph is topically on‑target but of limited usefulness without the actual statements or responses.
60378	führungsstil	variables	The searcher wants a clear explanation of "Führungsstil" (leadership style), including its definition and common types with their key characteristics and effects on teams. They may also be seeking practical guidance on how to identify, compare, or develop an effective leadership style for a given context.	A document is relevant to the keyword "führungsstil" when it directly discusses leadership styles—definitions, typologies (e.g., authoritarian, democratic, laissez-faire, transformational), measurement tools, effects on team performance, or case studies in management contexts. For example, a German study comparing transformational and transactional Führungsstil in Mittelstand firms or a training manual describing how to adopt a participative Führungsstil would be highly relevant. Documents are non-relevant if they only mention the word in passing, use it as a metadata tag with no substantive content, or cover unrelated topics that happen to contain similar text (e.g., "Führerschein" or stylistic design guides). Edge cases include domain-specific treatments (military, nursing, software teams) that are relevant but narrow in scope, translations or documents in English that use "leadership style" instead of the German word, and OCR/typo variants like "fuhrungsstil"—these may be relevant but require normalization or user-intent clarification. Lastly, opportunistic content such as marketing blurbs or personality-quiz pages that superficially reference Führungsstil may be less useful for research despite matching the keyword.
6213	religionszugehörigkeit	variables	The user is looking for standard survey wording and response categories for "religionszugehörigkeit" (religious affiliation), e.g., options like Catholic, Evangelical/Protestant, other, and none, often reported as percentages of the population. The underlying goal is to collect comparable data on respondents' religious denomination for analysis or presentation.	A document is relevant to the query "religionszugehörigkeit" if it discusses religious affiliation directly — for example survey items, census tables, or questionnaires that list response categories like Catholic, Evangelical/Protestant, Other, or None, or that report percentages of the population by religion. Items such as interview instructions, codebooks with numeric response options (1 = Catholic, 2 = Evangelical, 3 = Other, 4 = None), or questions about preferring to live in a predominantly Catholic or Protestant village are clearly relevant because they capture denominational belonging. Documents that are not relevant include theological essays, descriptions of religious rituals, institutional histories, or organizational mission statements that do not address individual affiliation or demographic coding. Borderline cases include texts that mention "religion" only as an explanatory factor (e.g., church tax laws) or that discuss belief/practice rather than formal affiliation — these can be partially relevant depending on whether they treat membership categories (Konfession, Religionsgemeinschaft) or only attitudes. Also consider language and form variations: German synonyms (Konfession, Religionsgemeinschaft) and translated questionnaires or scanned forms are relevant, though scanned images may require OCR to extract the affiliation data.
6346	worklifebalance	variables	The user wants to know which policy or workplace measures would be most effective in helping Europeans reconcile private and working lives—given that about 45% of the labour market are women. They are seeking a recommendation or ranking of options (e.g., flexible hours, parental leave, affordable childcare, telework) that best support work–life balance.	A document is relevant to the query "worklifebalance" if it directly discusses measures that help people reconcile private and working lives in a European context — for example policies on parental leave, affordable childcare, flexible working hours, teleworking, care services, and gender-equal labour market measures — and backs claims with data or evaluations. Policy briefs, EU survey results, comparative country case studies, and program evaluations (e.g., showing how paid parental leave increased women's labour force participation from X% to Y%) are clear examples of relevant sources. Documents that are not relevant include those that only use the phrase superficially, discuss unrelated kinds of "balance" (financial balance sheets, fitness advice), or describe corporate perks without linking them to measurable reconciliation outcomes. Edge cases include pieces that cite the statistic in the paragraph (e.g., "45% of people in the labour market are women") but offer no policy analysis, outdated or non‑EU data that may not generalize, or materials focused on a single niche group (such as managers only) where conclusions won’t apply broadly.
6501	homosexualität	variables	The user wants information about homosexuality in professional football, specifically how active players who come out are perceived and whether they would receive acceptance and support from teammates, fans, and institutions. They are asking about current attitudes, prevalence of openly gay active players, and examples or evidence of support or discrimination.	A document is relevant to the keyword "homosexualität" if it directly treats homosexuality as its subject—e.g., news reports or interviews about Thomas Hitzlsperger coming out, pieces on whether active professional footballers can or do come out, public reaction, anti-discrimination policies, or social-science research on attitudes toward gay athletes. Concrete examples of relevant documents include a German-language press article quoting Hitzlsperger, an interview with an active player about coming out, or an opinion piece on acceptance in football. Non-relevant documents merely containing the word in passing (for example a match report that briefly mentions a player's sexual orientation without discussion), using a different meaning, or unrelated pages (spam, unrelated biographies) should be excluded. Edge cases include content about homosexual behavior in animals or legal definitions of homosexuality—which may be tangentially relevant depending on user intent—as well as ambiguous mentions, translation errors, or private-person speculation that raise privacy and sensitivity concerns.
6534	kriminalitätsfurcht	variables	The user wants to know whether there are any areas — especially within about one kilometer or elsewhere in their town/municipality — that people consider unsafe to walk alone at night. This information measures personal fear of crime and the perceived spatial distribution of neighbourhood safety.	A document is relevant to the keyword "kriminalitätsfurcht" (fear of crime) if it addresses people's perceptions of safety—especially references to not wanting to walk alone at night, descriptions of specific local areas or neighborhoods within a short distance (e.g., within one kilometer), survey questions or interview transcripts asking about such avoidance, or first‑hand reports like “I avoid the park after dark.” The repeated paragraph here clearly contains a survey/interview prompt about local night‑time avoidance, so any document containing that text would be highly relevant as it directly measures fear of crime in the immediate vicinity. Documents that only give raw crime statistics, legal definitions, or policy descriptions without linking them to residents’ perceived safety are generally non‑relevant, because they do not capture the subjective fear the query targets. Borderline cases include materials about crime prevention or policing that imply changes in fear (relevant if they report residents’ reactions) and noisy transcripts or repeated lines (like this paragraph) which are still relevant if they reflect the original survey wording or respondent answers.
6763	psychotherapie	variables	The user wants a clear, concise explanation of psychotherapy—what it is, how it works, and when it’s used—plus basic information about common approaches (e.g., CBT, psychodynamic), expected outcomes, and how to find or access a therapist.	A document is relevant to the keyword "psychotherapie" if its main topic is psychotherapy—definitions, treatment methods (CBT, psychodynamic, humanistic, etc.), clinical evidence, indications, provider qualifications, access and insurance issues, or practical guidance for patients and clinicians. Highly relevant examples include clinical guidelines on psychotherapy for depression, research studies on therapeutic effectiveness, directories of licensed psychotherapists, and patient information pages explaining what psychotherapy entails. Non-relevant documents mention the word only peripherally (e.g., a news article that fleetingly references psychotherapy), focus on unrelated "therapy" topics (physical therapy, machine learning "therapy" metaphors), or use the term in a purely bibliographic list with no substantive content. Edge cases include pages about psychotherapy training, regulation, or accreditation (potentially relevant depending on intent), documents in other languages that nevertheless use the exact term "psychotherapie" (more relevant than generic translations), and compound or specialized terms (e.g., "Kunsttherapie" or "Psychotherapieforschung") which may be partially relevant depending on whether the user seeks general psychotherapy information or a specific subtopic.
7939	psychologie	variables	The user is looking for a concise overview of "psychology" — what it studies (mind and behavior), its major subfields (e.g., clinical, cognitive, developmental, social), common research methods, and practical applications such as therapy, assessment, and career paths.	A document is relevant to the keyword "psychologie" if its main content directly discusses psychology topics — for example papers on cognitive processes, clinical therapy methods, developmental stages, psychological research findings, or program descriptions for a "psychologie" degree. Relevance is stronger when the term appears in headings, abstracts, or detailed sections rather than just a passing mention; an academic article about cognitive biases or a mental-health blog post that explains therapy techniques are clearly relevant. Non-relevant documents merely containing the word (e.g., a company name, an unrelated news story that quotes "psychologie" once, or an SEO page repeating the term without substantive content) should be excluded. Edge cases include multilingual pages where "psychologie" appears but most content is in another language, interdisciplinary works (e.g., social neuroscience) that partially focus on psychology, and course listings that name "psychologie" but provide no description — these can be borderline and require judging whether the psychological content is substantive.
810	bildungsgrad	variables	The searcher wants a clear definition of the German term "Bildungsgrad" — the level or degree of formal education someone has attained. They likely seek how it’s classified or measured (e.g., school leaving certificates, vocational training, university degrees) for surveys, statistics, or personal profiles.	A document is relevant to the keyword "bildungsgrad" if it explicitly addresses educational attainment or "education level" — for example census tables, survey reports, academic papers, or datasets that define and report categories such as "no formal education", "primary", "secondary", or "tertiary." Relevant items will explain how the bildungsgrad is measured (question wording, age cutoffs, ISCED mapping), give breakdowns by demographics (age, region, income), or use the term in a German-language policy or research context. Non-relevant documents merely mentioning the word in passing, using "degree" in a non-educational sense (e.g., mathematical degree or temperature degree), or focusing on unrelated aspects of "Bildung" without classifying levels would not be useful. Edge cases include English-language sources that never use the German term but fully cover "education level" (these are relevant), and historical texts that use obsolete educational categories or inconsistent mappings — they may be relevant but require careful interpretation.
828	nachhaltigkeit	variables	A user searching "Nachhaltigkeit" is likely looking for a clear definition and overview of sustainability, including its environmental, social, and economic dimensions. They may also want practical strategies, examples, metrics, or policies for implementing and measuring sustainable practices at personal, organizational, or societal levels.	A document is relevant to the query "nachhaltigkeit" if it directly addresses sustainability — for example discussions of environmental, social, or economic sustainability, corporate sustainability reports, lifecycle assessments, policy papers, or case studies of sustainable practices in energy, agriculture, or supply chains. Documents that only mention the word in passing (e.g., a single sentence in a long unrelated article), use it as a marketing buzzword without evidence, or treat it metaphorically are less relevant because they do not provide substantive information on the topic. Language and terminology matter: German-language content containing “Nachhaltigkeit” is an obvious match, but English texts using “sustainability” or domain-specific terms (e.g., circular economy, ESG, carbon footprint) are also relevant; misspellings, OCR errors, or translations can create edge cases where relevant material might be missed. Authority and timeliness affect relevance too — recent research, government guidelines, and NGO reports are typically more useful than outdated blog posts or product listings — while pages where the term only appears in metadata, comments, or unrelated contexts (homophones, names) should be treated as non-relevant.
928	corona	variables	Wanting an overview of public attitudes and impacts of the coronavirus (COVID-19) in Germany — how people perceive infection risks, government measures and restrictions, and their effects on health, finances, schools, healthcare capacity, masks and tracing apps, travel/borders, protests, EU and rescue packages, and willingness to vaccinate.	This document is relevant to the keyword "corona" because it explicitly discusses the coronavirus pandemic using direct terms and German compounds (e.g., Corona, Coronavirus, CoronaKrise, CoronaMaßnahmen) and covers many core topics such as infections, public-health measures (masks, apps, lockdowns), vaccination, schools, economic relief, and regional policy responses. Concrete signals of high relevance include named events and actors (Trump infected, Tönnies outbreak), specific policies (mask mandates, contact‑tracing app), and temporal markers (week numbers) that show it is focused on COVID‑19 developments. It would be non‑relevant if the same token "corona" appears with a different meaning (solar corona, Corona beer, the Ford Corona automobile, corona discharge in physics, or a person’s surname) or only as an incidental string in unrelated content. Edge cases include partially relevant documents that discuss economic or political effects without explicit reference to the virus (these are somewhat relevant), concatenated German compounds or misspellings (e.g., CoronaKrise, CoronaMaßnahmen) which should be treated as matches, and materials that mention COVID topics but are fictional, satirical, or conspiratorial, which may be lower quality despite keyword overlap.
